epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff
1,0.634461068585515,0.5747499549388886,0.5724473802931607,0.013620204260723768,0.0,0.00357072152625733,0.2245731030372863,0.2175799883267981,0.05155506397181369,0.016186667487342307,0.0,0.0020565493341951455,0.9755282826193187,2.958954120306298,0.10599821377941902,137.2797212600708,0.013211932345251831,0.013211932345251831,0.012888613670846146
2,0.202372750043869,0.1955064767599106,0.04065636392682791,0.010811241292394698,0.0,0.004520148737356067,0.23369987308979034,0.22544610801529377,0.053493125205661386,0.005460450862920744,0.0,0.005262861490259541,0.9045085926789765,0.348819004110992,0.07799879588345264,137.10137057304382,0.013211932345251831,0.013211932345251831,0.011950306332173585
3,0.19406659550964833,0.18656739801168443,0.036772079919464885,0.008119059724267573,0.0,0.006832072557881474,0.2027767807483039,0.19478621016791525,0.040679156641535305,0.008487118482391568,0.0,0.0069965975225328445,0.7938928322536105,0.3400131442397833,0.06683738321620733,137.4000005722046,0.013211932345251831,0.013211932345251831,0.010488858389115063
4,0.19537814423441888,0.18705335043370724,0.03644791324622929,0.006781854522414505,0.0,0.008681821655482053,0.1863933818295915,0.17752634650690757,0.034035249053441144,0.006635036426001883,0.0,0.01026351745438544,0.6545088426789766,0.3692955121770501,0.04891313959230134,137.01302814483643,0.013211932345251831,0.013211932345251831,0.008647326548843714
5,0.17849235773086547,0.17044605411589145,0.030595982950180768,0.007208850304596126,0.0,0.009252526084892451,0.18009500233258338,0.17249414661621792,0.032024726759582914,0.010256633576144404,0.0,0.007771103174742708,0.5000005000000001,0.31483114544302226,0.062302933688810534,137.1418159008026,0.013211932345251831,0.013211932345251831,0.006605972778592089
6,0.1870849071443081,0.17888556890189647,0.03404975210316479,0.007651353096589446,0.0,0.008823590157553553,0.18495331252826022,0.17685395934955872,0.03326474592842637,0.005798997144472409,0.0,0.008965858211245467,0.34549215732102356,0.375053553506732,0.05547177419066429,137.3385694026947,0.013211932345251831,0.013211932345251831,0.004564619008340465
7,0.1770545034110546,0.16889084912836552,0.03018931994214654,0.007878477051854134,0.0,0.00950159817468375,0.181875985353551,0.17374311470763482,0.03176090102444621,0.009016578660366382,0.0,0.009011904218610613,0.20610816774638968,2.6631269352138043,0.0552936981016017,137.49351572990417,0.013211932345251831,0.013211932345251831,0.0027230871680691163
8,0.17532264791429042,0.16781684212386608,0.029950393177568913,0.009665160626173019,0.0,0.008055015942081809,0.16950858507226121,0.16268045229322098,0.028059424723478707,0.009451476963573789,0.0,0.007099234881721675,0.09549240732102354,9.08529381453991,0.06610608154392623,137.86671090126038,0.013211932345251831,0.013211932345251831,0.0012616392250105937
9,0.1826613748818636,0.17540396943688394,0.03237521714996547,0.008563850289210678,0.0,0.007183384415693581,0.17422672353209334,0.16720584122107385,0.029949927776853773,0.007780488340203908,0.0,0.007273729667661989,0.024472717380681387,0.4376152577251196,0.06510075239187225,137.54910564422607,0.013211932345251831,0.013211932345251831,0.00032333188633803107
10,0.17127986535429954,0.16441878512501718,0.028570705326274037,0.008493644446134567,0.0,0.007158657237887382,0.16858701185977204,0.16202989248360725,0.028122578636109036,0.00884712637312948,0.0,0.006605010753388497,1e-06,0.4452851261943579,0.0692529197623755,137.90582585334778,0.013211932345251831,0.013211932345251831,1.3211932345251831e-08
