epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,marginal_frac,mean_spike_margin,mean_vth_at_spike,rec_spectral_radius,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std,val_v0_nrmse,val_T_nrmse,val_s0_nrmse,val_a_nrmse,val_b_nrmse
1,0.41096033722162245,0.3817822705209255,0.16560512267053126,0.030163010554388164,0.010760723177991167,0.0006973607639300305,0.30700348444441533,0.29479635760505146,0.09184812914897153,0.03166869376350115,0.000518460271265271,0.00184083994832285,0.001992118643963821,1.2066120931506157,0.16872002735258418,77.12208080291748,4.582111432682723e-05,1.510194182395935,2.21783709526062,0.8300541043281555,nan,nan,nan,-0.019362233579158783,0.006713685113936663,35.43557509970158,1.0225910782179934,1.9267786348119695,0.588778056362842,1.5054520958281579,2.701342136301893,0.12594475521844753,0.2710129383238072,0.08555274456739426,0.19232966576484925,0.31444308657425224,0.1775629506664301,0.19159507208198182,0.26918172713176786,0.17247192214444315
2,0.31954183995723723,0.3060790251195431,0.0967095109447837,0.0390793084166944,0.001157870863626158,0.0013600558485114078,0.2972570023638137,0.2847679537978578,0.08609587675396432,0.03052750956068965,0.0010414444856881222,0.002623280110558152,0.001968598869548067,1.0419128921627998,0.17776365110531767,76.01378917694092,0.00022065313532948494,1.4784282445907593,2.267543315887451,1.0958398580551147,nan,nan,nan,0.03427990525960922,0.002050291281193495,37.412408291025365,0.9819911892743821,2.780666410923004,0.5378622883494865,1.6556722534463761,2.1868523931566703,0.12498392323230176,0.35950425108696554,0.08160017852849782,0.17816544276602725,0.35169068948400817,0.17603068484139908,0.1895502131053984,0.2898655329317552,0.18764071354298026
3,0.30531136974692347,0.2927732591331005,0.08846952274441719,0.03924078924581408,0.0013797079029245652,0.0006988189250592569,0.29777179769379025,0.28561265251420914,0.08613604008953304,0.036613850755260344,0.0007651295027437996,0.0018994420034089143,0.0019298115976453074,1.0054663783311844,0.16197142983846208,75.03248047828674,0.00035816620220430195,1.4523414373397827,2.3233041763305664,1.4301738739013672,nan,nan,nan,0.03914763778448105,-0.002930044662207365,35.168519101244335,1.5270184481397588,2.4431430659395583,0.5939994668389889,1.9465424634040671,2.5048513754885247,0.14656255322885006,0.32782305047867144,0.08828086627924696,0.1626622764433318,0.297120646636063,0.25659952737701774,0.16929612271017672,0.2698849398496011,0.28255117315990336
4,0.32275072067975996,0.3092818720638752,0.10059109417721629,0.033318416411057115,0.0015266501406404132,0.00043434139912399414,0.26992497561459844,0.25908910070962093,0.0699609874133417,0.03708510190010705,0.0012217446838402347,0.001527548909412216,0.0018763685267038418,1.1588347604870797,0.14320465205039115,78.15964126586914,0.00019584802794270217,1.4010049104690552,2.140880823135376,1.4519402980804443,nan,nan,nan,0.05075293779373169,-0.0008477927767671645,37.079904921511385,1.398763786605064,1.98049355631179,0.6544596500536228,2.073255531331326,2.0460571627667608,0.15112759248214833,0.253362673156439,0.1025944339468124,0.15914314547355504,0.33958853059155947,0.2514267760633661,0.1927341291396956,0.2519712836146956,0.32614180647320024
5,0.29272028714418413,0.28188217014074324,0.08298199130222202,0.028666213043034076,0.0008347999388934113,0.0005436171949363477,0.27279349099448386,0.2626669209529745,0.07363884938147633,0.02697720304577354,0.0006783780017340735,0.0014708959166185923,0.0018091124858777602,0.9141042329370975,0.13624420280548485,74.96727061271667,0.00011301350605208427,1.3944977521896362,2.1965370178222656,1.5033799409866333,nan,nan,nan,0.060632579028606415,-0.0004733838723041117,30.847521964539872,1.6047954641758126,2.815558067027559,0.6711020116159256,2.342851383254883,2.925404054053286,0.13001886206342184,0.304324006305096,0.1109628212301338,0.139353968480483,0.20307713981916986,0.3166834274612422,0.2398240682173843,0.24682743270047589,0.4060629917078523
6,0.2804435731470585,0.270029483884573,0.07721958454698324,0.024533814238384365,0.0011962407568728395,0.0005383977952067198,0.27938457594272936,0.2685266002378565,0.07842513945132018,0.021531014698260326,0.0011637741963132864,0.001550272431883404,0.001729104143107701,0.8477155695855617,0.13280233986517218,75.01657199859619,0.0001612036576261744,1.383925199508667,2.192504405975342,1.533624529838562,nan,nan,nan,0.04353196173906326,-0.0014668416697531939,32.03606846992006,1.403639998207701,2.638564460455103,0.5180462904750033,2.0479470668955053,2.576287970897999,0.12507568157099663,0.28617010218031863,0.07088277547402268,0.16558021968825065,0.2295526955468609,0.2612134688283272,0.2715824428093204,0.2969001540392701,0.3272871426167625
7,0.2728593274950981,0.2630231527984142,0.0728580610640347,0.020084678009152413,0.0011317764170826194,0.0008287160040913477,0.27206525769322476,0.26099761436752816,0.07336142370625934,0.020498426289277824,0.0019257057595089637,0.0015617509039105352,0.0016376052777538155,1.0292555728554726,0.12993924537713222,75.38504028320312,0.00018698579515330493,1.3595709800720215,2.0938730239868164,1.447831392288208,nan,nan,nan,0.05287342518568039,-0.0033825573045760393,30.457628584922627,1.3208404899911677,3.1292382060213293,0.5922461483389774,2.21928193911593,2.589157257942443,0.11674560416252056,0.2921459663738596,0.08580192545072195,0.14331015855311713,0.195452964136477,0.2090861766068646,0.29348911310042036,0.27219721704500227,0.3581952367586929
8,0.2871355319023132,0.27644599303603173,0.08096828669309616,0.022365056592971087,0.0012715475326331217,0.0004058183150903716,0.2617471399617956,0.2509692851057712,0.06749347233253115,0.0227933391542273,0.0022225887076085704,0.0013325040829130633,0.001536058881581507,1.066637450158596,0.1439380192772505,75.50874519348145,0.0004893565201200545,1.317664623260498,2.022444009780884,1.461581826210022,nan,nan,nan,0.0432082898914814,-0.004668903537094593,30.26382371212574,1.4047327675717942,2.7147420194554837,0.6626381766288838,1.8382692089740267,2.4739852249622345,0.12082376981035192,0.2933865357586678,0.09999916316109135,0.15336290287210586,0.19279219439551973,0.22781799215906892,0.22492610824321577,0.24661074904412406,0.2404320083364211
9,0.2602365943789482,0.25123956888914106,0.06528839135542512,0.022115941615775226,0.0009993015398504213,0.0007261783729931892,0.2607510798472039,0.2517657965976507,0.06767995027389298,0.022958429941431956,0.00035718610211183245,0.0014243626332345871,0.00142606640191929,1.0971673372387887,0.1555746861515527,76.03927755355835,0.00027480078279040754,1.2969553470611572,1.9649629592895508,1.4949349164962769,nan,nan,nan,0.03359058499336243,-0.008059205487370491,29.006863583909706,1.44832303866427,2.5513166252602923,0.700003723197795,1.8811016234945743,2.4626473480082574,0.12236856518590704,0.291613111787654,0.09260884115591328,0.15592063814797935,0.1762769830043297,0.25495832855191664,0.24366377380015872,0.23223217383289402,0.28888109924653493
10,0.28733070760965346,0.2757191677391529,0.07974240211769938,0.0205400306917727,0.0024124697030492824,0.00039565580738305073,0.2698935252871919,0.25833877683319945,0.07138929198535675,0.0205618376060924,0.0024297395343637618,0.0019159788095201237,0.0013093624858777598,984.5887601295113,0.1734761988863032,75.80169892311096,0.0007070958963595331,1.2635538578033447,2.1774654388427734,1.5272548198699951,nan,nan,nan,0.03343655914068222,-0.006083757616579533,34.69473010935682,1.5014156661135085,3.529250664913908,0.6210552566546075,1.6224910173010318,2.1771344789799225,0.11776730523226743,0.3204317627910604,0.0836921954091559,0.1508465891585071,0.2880393196103849,0.2901923343772244,0.3387509820320091,0.26003360797129066,0.2171745167497025
