tag,axis,n_ep,best_ep,val_total,val_data,T_tracking_corr,T_intra_corr,v0_pred_best,s0_pred_best,gn_max_preclip,lr,lambda_T_aux
R26v2_F3_B1_C1,F_fusion,10,10,0.191840316069887,0.1805051827525839,0.3037879765033722,0.026541082188487,33.66238713771739,1.7022555800194437,4.813447549674856e+17,0.5,0.1
R26v2_F0_baseline_replica,BASELINE,10,10,0.1887015574314492,0.1805535644847662,0.2556754350662231,0.0151893310248851,33.96583361321307,1.6321172219641664,21.79016568561076,0.5,0.0
R26v2_F1_TRIPLE_win,F_fusion,10,8,0.2028964936653984,0.1895064323982025,0.2972511947154999,0.0136316213756799,29.190327715366443,1.25422887408987,50410848838.311325,0.5,0.1
R26v2_F2_A4_B1,F_fusion,10,10,0.2002836888299343,0.1878257280889343,0.3351476788520813,0.0128636732697486,29.082519916777915,1.3062441818257595,2055249907937.013,0.5,0.1
R26v2_F4_A4_C1,F_fusion,3,3,0.2309710886329412,0.2233237112535441,0.0643940865993499,0.0056984252296388,29.179506870026284,1.28103351085744,1.216883344085198e+18,0.5,0.0
R26v2_F5_TRIPLE_short,F_fusion,5,5,0.2272657117548775,0.2140990236496671,0.0952328294515609,0.0048135458491742,29.453861368463397,1.171909530112084,50410848838.311325,0.5,0.1
