epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std
1,0.5945782651007175,0.5228171968460082,0.37473731508478525,0.014580608432297595,0.030327220447942053,0.006462164438853506,0.2745371422869094,0.26283199783969435,0.0773141426529656,0.0036870672000928763,5.882310140619176e-05,0.0074611037692174,0.9755282826193187,2583819455964.591,0.06449782154820066,181.12860536575317,0.03481689944827655,0.03481689944827655,0.03396487012490673,-0.00857249740511179,-0.007895250804722309,28.28989781724646,0.951632301858131,3.02702275489239,0.4766939295099137,0.5105897549619066,2.1837150505248535,0.050438731393598495,0.28631071381746453,0.0553644474377816,0.007922254806196198
2,0.24828460037708283,0.23650212794542314,0.06898709777742625,0.004831282051454764,0.002181485436158255,0.004921426230139332,0.2755838532714134,0.263648787711529,0.0773158576537637,0.005115781521840774,0.000547839134034447,0.0067997012891747215,0.9045085926789765,2.891259743995407e+16,0.06864072406228552,182.1720871925354,0.03481689944827655,0.03481689944827655,0.03149218472140606,0.03553474321961403,0.004648592323064804,43.302106370317176,0.6903389647920081,3.83472551944408,0.32345434516034227,0.7006844573832572,0.9144112859391904,0.04434755515862018,0.2496709630210349,0.01753217026965858,0.08558850981136586
3,0.09227301172912121,0.0883346114307642,0.026502537680789827,0.006552272561239078,8.87259840965271e-06,0.0019033192738424987,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.7938928322536105,4395499041283922.5,0.10195987877693583,178.37220859527588,0.03481689944827655,0.03481689944827655,0.027640886913281443,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
4,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.6545088426789766,0.0,0.10195987877693583,168.98916959762573,0.03481689944827655,0.03481689944827655,0.022787968563561786,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
5,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.5000005000000001,0.0,0.10195987877693583,169.8777801990509,0.03481689944827655,0.03481689944827655,0.017408467132588003,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
6,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.34549215732102356,0.0,0.10195987877693583,169.6150679588318,0.03481689944827655,0.03481689944827655,0.01202896570161422,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
7,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.20610816774638968,0.0,0.10195987877693583,169.65348100662231,0.03481689944827655,0.03481689944827655,0.007176047351894566,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
8,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.09549240732102354,0.0,0.10195987877693583,169.4906177520752,0.03481689944827655,0.03481689944827655,0.0033247495437699445,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
9,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,0.024472717380681387,0.0,0.10195987877693583,170.05005431175232,0.03481689944827655,0.03481689944827655,0.0008520641402692738,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
10,0.0,0.0,0.0,0.0,0.0,0.0,0.33486535954982677,0.3196629816864399,0.11294825400840094,0.0357083050791729,0.0008169385865401521,0.002610395201527547,1e-06,0.0,0.10195987877693583,170.48425245285034,0.03481689944827655,0.03481689944827655,3.4816899448276555e-08,0.1013651043176651,0.011923706158995628,44.20747659561482,0.7473110924375818,3.9223896873758193,0.3222369837000015,2.5342183075052627,0.7582285988362546,0.11639881791903618,0.3123359391663937,0.024804685069768233,0.14681817563448815
