champion,head_to_tail,peak_gain,frac_strict_stable,mean_T,head_to_tail_lat,peak_gain_lat
Master Splinter,0.06568213944843042,11.005453529178808,0.0,1.226175308227539,,
Raffaello,0.15615201039955054,0.658921101144404,0.0,1.5068689346313477,0.1635276905045166,0.6686835126805665
Leonardo,0.1256339464211655,0.5144567832647584,0.0,1.54339542388916,0.13976684158417135,0.5619045357048189
Donatello,0.20632405488915126,0.6466037869000705,0.0,1.3382224559783935,0.23427987119940835,0.7034220905799111
Michelangelo,0.1877223499229454,3.818645090995326,0.0,1.5394145250320435,0.22398169711531773,4.039989109577628
