tag,desc,status,best_ep,val_total_best,val_data_best,spike_rate_best,val_T_tracking_corr_best,val_T_pred_mean_best,val_T_intra_std_best,val_v0_pred_mean_best,val_s0_pred_mean_best,val_a_pred_mean_best,val_b_pred_mean_best,dval,dTcorr
R26_F0_baseline_replica,"Baseline replica (sanity, = R25_A1)",OK,10,0.1953774578473035,0.1831148673800078,0.0343797590652916,0.3527218401432037,1.0634507175455703,0.0884400228870676,30.68177780191949,3.6434781208951423,0.4254275010304248,1.3345628095434068,0.0,0.0
R26_F1_TRIPLE_win,"A4+B1+C1: max_delay=18, T_aux=0.1, sr=0 (TOP candidato)",OK,9,0.1927872813960656,0.181356041890351,0.0291078587736379,0.3433817327022552,1.290319984897654,0.0750103342009985,34.562995799044344,1.349216250029016,0.4073014961595231,1.2322854551863165,-0.0025901764512379077,-0.009340107440948486
R26_F2_A4_B1,"A4+B1: max_delay=18, T_aux=0.1 (no sr_off)",OK,10,0.186569259521809,0.1724050678312778,0.0624525438043031,0.4206050038337707,1.2641105753310182,0.0624358144370799,38.87967981176173,1.1452465957783635,0.4038627799204055,1.2083614208596818,-0.00880819832549451,0.06788316369056702
R26_F3_B1_C1,"B1+C1: T_aux=0.1, sr=0 (no memoria)",OK,2,0.2362895376108428,0.2208478265699554,0.0388138099236691,0.1118949651718139,1.057948667318263,0.0587140056205556,33.99937952325699,1.4769634166930583,0.4476995361929244,1.7227257984749815,0.04091207976353928,-0.24082687497138977
R26_F4_A4_C1,"A4+C1: max_delay=18, sr=0 (no T_aux)",OK,10,0.1807239095264292,0.1755992429370576,0.0278933791522967,0.2684962749481201,1.1600966171381322,0.1057407907903828,40.25654502625161,3.908007257796348,0.3932435747156751,1.2607208122598363,-0.014653548320874316,-0.08422556519508356
R26_F5_TRIPLE_short,"F1 + epochs=5 (early stop, asse E)",OK,5,0.2053423070923445,0.1929646046396265,0.0688460055699056,0.268055260181427,1.1939585284983858,0.073050018835892,37.63721419395284,1.3268224584295394,0.4335182984458639,1.2240004444375951,0.009964849245040985,-0.08466657996177668
