epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.5811259984185821,0.5304715692996979,0.33655525377314344,0.17268142841844805,0.0,0.016729669174865673,0.357483649190436,0.33745824640735667,0.11870190723145262,0.0002264136717403357,0.0,0.016287782784313597,0.0004110331534847892,4.4855239394463995,0.0224092355235777,180.4047350883484
2,0.2531923028199296,0.2407382217677016,0.061253875788105164,1.321737682031342e-05,0.0,0.012656070836084454,0.24592122926991036,0.23472948562591633,0.056884189691156786,6.743766421772926e-06,0.0,0.01100597869446303,0.0009451659653397465,0.39856317238392014,0.045211332909604336,179.31496047973633
3,0.2276830087366857,0.21718813153473954,0.049995044574729704,1.5949342547939618e-05,0.0,0.010989156615381178,0.23270218882789004,0.22257816411079245,0.051624958740269886,8.211260853599053e-06,0.0,0.009922238686022924,0.0015519101429749846,0.08369104441157298,0.05056687860571323,176.79022359848022
4,0.22691114395856857,0.2205262331586135,0.05178808304236123,6.922944114289988e-05,0.0,0.002405288364647468,0.22845384843171912,0.22295803481594045,0.051576917555103914,5.984889277045868e-06,0.0,0.0006756496813397191,0.0019467253815796165,0.0504563935793397,0.1253739929104105,177.39091658592224
5,0.2243361223685114,0.21890941297537403,0.051629964678891395,0.00011125659128227102,0.0,0.0005163057984652453,0.2279181053980868,0.222594475016949,0.05143917589745623,5.426532875099702e-06,0.0,0.00035888801798320403,0.0019886063035814703,0.06587913588155062,0.1666392647522561,177.54202151298523
6,0.2261006728598946,0.22077445160401496,0.05215838000570473,5.426651820303768e-06,0.0,0.00022022878158122264,0.2276608538120351,0.22247043775117142,0.0513751722594842,5.426535429425248e-06,0.0,0.00010526441014118905,0.0019003842154692986,0.08479801881568212,0.15213768786572396,177.02259373664856
7,0.2162469998394188,0.21144538804104454,0.04736473419164357,5.42649146442081e-06,0.0,0.00012974133618609142,0.22732936289716274,0.2221306119351945,0.0514619875342605,5.426687426308412e-06,0.0,0.00010456807099095181,0.001732247892930059,0.08594515907186034,0.14963307421892247,176.88347029685974
8,0.22027389744394704,0.21510926485061646,0.050138225200537005,5.426793103125467e-06,0.0,0.00030108296206483236,0.22768329686306893,0.22248830630424174,0.05142093824341576,5.426614923132373e-06,0.0,0.0001052590007793984,0.0014991369860754612,0.10098394593959184,0.14926698201514305,176.72912216186523
9,0.23086299025698712,0.22546346638547746,0.05332522706961945,5.426565885021486e-06,0.0,0.00013346652219669195,0.2273673546758104,0.2221550316886699,0.05153324229127549,5.426437441046607e-06,0.0,0.00011746243814185812,0.0012217644219699013,0.09021649109444728,0.15126576496565597,176.87166833877563
10,0.22547199686891153,0.22019302743045907,0.05207933683046385,5.426447657890477e-06,0.0,0.00014153569115267451,0.226932148984138,0.22175516521042965,0.05113722774338849,5.42643225982945e-06,0.0,0.00012598674281968158,0.0009247759701636075,0.10450861702035917,0.15070079219468097,177.15998005867004
11,0.22346905732625408,0.2183570196361918,0.05074249232481969,5.426425248419707e-06,0.0,7.504119762857224e-05,0.22669132925728533,0.22150715210653366,0.05119187038074782,5.426431263255468e-06,0.0,0.00012944202525415428,0.0006345603579119217,0.11172035490162671,0.14808912757546344,176.90532326698303
12,0.22273472657329157,0.21759486986618293,0.05112051971158699,5.426431478458414e-06,0.0,5.507407539832441e-05,0.2267139714131964,0.2215321108381799,0.051086792504375284,5.426431292281895e-06,0.0,0.00014582548441401612,0.0003769045159536446,0.11368192958057319,0.14546308270160188,176.7252323627472
13,0.21910258994290704,0.21411601065805083,0.04918980682758908,5.426428115721425e-06,0.0,0.00013466209273096035,0.2264073945264867,0.2212219143167455,0.051054042347885194,5.426431480953668e-06,0.0,0.000159616770459444,0.00017470229655080745,0.14288171529034643,0.1441219093159158,176.32166743278503
14,0.22333152682373397,0.2181918770859116,0.05100472946896365,5.426428352668728e-06,0.0,7.78183451036693e-05,0.22622453960332464,0.22105076552388517,0.05091705389241589,5.426432472689912e-06,0.0,0.00016360066373930125,4.592025424717672e-05,0.1281906953093743,0.15416595751934864,176.76352715492249
15,0.22298503055384283,0.21781907716864032,0.051269090386401664,5.426432519590507e-06,0.0,7.755492731539129e-05,0.2262618565495978,0.2210869348429619,0.05093105173015848,5.4264325984710944e-06,0.0,0.00016310051545462455,2.0012386521138383e-06,0.11579276432626341,0.15409843449262864,176.97578930854797
