champion,ks_time_gap,ks_jerk,gap_rmspe_mean,within_floor
Raffaello,0.2526666666666667,0.1875875875875876,0.5880890939982888,False
Leonardo,0.2088000000000001,0.08902235568902234,0.31437780614114136,False
Donatello,0.21466666666666667,0.10810810810810811,0.6325628211311534,False
Michelangelo,0.2344666666666666,0.08688688688688692,0.5227690739817672,False
