idx,scenario_type,is_cut_in,gap_rmse_m,gap_max_err_m,pos_cum_err_m,jerk_max_pred,jerk_p95_pred,ttc_min_pred_s,accel_rmse_masked,accel_rmse_unmasked,param_rmse_v0,param_mean_v0,param_rmse_T,param_mean_T,param_rmse_s0,param_mean_s0,param_rmse_a,param_mean_a,param_rmse_b,param_mean_b,spike_rate_avg,spike_rate_p95,cut_in_detected
25,highway,False,56.918565952909304,130.728515625,130.728515625,14.041418075561523,6.342347145080566,0.0,0.15798452679283342,0.15679202470214268,3.8838176970044764,40.54084396362305,0.47896312712918626,0.5000013709068298,2.4999999407360276,5.0,0.6501469606161119,0.2999999523162842,1.0,0.5,0.05648661032319069,0.0625,False
26,highway,False,196.83705530741236,453.709716796875,453.709716796875,0.7985639572143555,0.586119532585144,0.0,0.295654324307928,0.29291924140439035,8.99445105420769,38.40496063232422,1.0678455831333102,0.5000036358833313,2.4999935461584255,4.999993801116943,0.8484203192165929,0.29999998211860657,1.0,0.5,0.047535717487335205,0.05624999850988388,False
27,truck,False,200.75994872252164,429.0074462890625,429.0074462890625,10.142464637756348,3.0522818565368652,0.0,0.18515033142180481,0.18561192867243362,10.950503068160664,31.348896026611328,1.38691350160722,0.5106416940689087,1.9881896849751013,4.986464977264404,0.19997466580166046,0.3000253736972809,0.49999856488999744,0.5000013709068298,0.021299107000231743,0.02812500111758709,False
28,highway,False,122.34106392730126,268.32958984375,268.32958984375,11.642620086669922,4.835309028625488,0.0,0.20514855293705225,0.20839763435788236,8.145722994120293,37.24295425415039,0.8171662721512297,0.500016987323761,2.4999890639298488,4.999989032745361,0.7907788621530294,0.30000004172325134,1.0,0.5,0.04079018160700798,0.0468750037252903,False
29,truck,False,148.14367415723376,310.24755859375,310.24755859375,10.51606559753418,4.696126937866211,0.0,0.13055353471810663,0.1304856199437154,11.898065853260878,33.92159652709961,1.564250092847811,0.5005602240562439,1.9995999337220498,4.999599456787109,0.19999914843634614,0.3000008165836334,0.499999997019768,0.5,0.030241072177886963,0.03750000149011612,False
30,highway,False,76.2393866112036,133.8165283203125,133.8165283203125,0.5450969934463501,0.30708035826683044,0.0,0.2281474231784583,0.2266396326321473,8.025040783361893,38.607383728027344,0.9902079591700089,0.5000039935112,2.4999964965097075,4.999996662139893,0.7253619975703126,0.29999998211860657,1.0,0.5,0.04680357128381729,0.05312500149011612,False
31,highway,False,141.2531535996251,318.5263671875,318.5263671875,12.39205551147461,4.897393703460693,0.0,0.1906407218871821,0.191962508192656,4.423340200712464,36.83110427856445,0.6133889558844956,0.5000419616699219,2.4999882450087294,4.999988079071045,0.6158922681647941,0.3000001013278961,1.0,0.5,0.03929910808801651,0.046875,False
32,highway,False,28.530996123114768,77.3248291015625,77.3248291015625,14.922660827636719,7.591721534729004,0.0,0.17044929428017075,0.17048439248900646,4.8752392963592746,35.369590759277344,0.3583398925939751,0.5001517534255981,2.4999379758115388,4.999938011169434,0.826859014630334,0.30000001192092896,1.0,0.5,0.03500000014901161,0.04062500223517418,False
33,highway,False,170.57649739986508,349.90283203125,349.90283203125,0.5342836380004883,0.23858624696731567,0.7535120248794556,0.15358098897448444,0.15342408874030553,3.4214279878989187,39.30206298828125,0.6359911824141463,0.5000011920928955,2.4999994094052513,4.999999523162842,0.5830469111885351,0.2999999523162842,1.0,0.5,0.0503883957862854,0.05624999850988388,False
34,highway,False,168.49742831167325,377.09423828125,377.09423828125,6.971773624420166,2.859074592590332,0.0,0.18043132511997798,0.18165792616164572,8.837182751402915,38.45663833618164,0.5393968729529034,0.5000016689300537,2.4999963793430964,4.999996662139893,0.7252679441656387,0.29999998211860657,1.0,0.5,0.0464508943259716,0.05312500149011612,False
35,urban,False,116.84437309311177,274.5185546875,274.5185546875,5.379345893859863,1.5110960006713867,0.0,0.17294278959128145,0.17279045077599584,14.456262456896145,30.181562423706055,0.7320446322307613,0.5742955207824707,2.9135660701932626,4.909425735473633,1.198856121192039,0.30114978551864624,1.4999657435204314,0.5000342726707458,0.01636607199907303,0.02500000037252903,False
36,highway,False,35.75627260488556,87.183837890625,87.183837890625,12.202125549316406,3.610464096069336,0.0,0.08401292764525668,0.08626266648238075,4.81344322073551,41.469669342041016,0.806479890687476,0.5000000596046448,2.4999999979564125,5.0,0.7972791790962219,0.2999999523162842,1.0,0.5,0.06279910355806351,0.07187499850988388,False
37,truck,False,216.4377845258919,478.4471435546875,478.4471435546875,4.4991230964660645,2.545867919921875,0.0,0.19474696429713406,0.19450788612065995,10.819733983099512,33.10483169555664,1.3303500282011949,0.5015729069709778,1.9980674281192174,4.998060703277588,0.19999503981023342,0.3000049591064453,0.49999997726511713,0.5,0.026883931830525398,0.03437500074505806,False
38,urban,False,146.5229559930669,247.88360595703125,247.88360595703125,10.759657859802246,4.963906764984131,0.0,0.9665117251803296,0.9626822293935416,12.764612363376004,26.526897430419922,0.38750601408858176,0.7592694759368896,2.5717333755351883,4.532953262329102,0.9572132578731558,0.5951880216598511,1.1415964745585723,1.0278126001358032,0.005941964685916901,0.015625,False
39,mixed,False,229.93491119832885,392.5152282714844,392.5152282714844,7.63897180557251,4.7949748039245605,0.0,0.9002754827507377,0.9025975703459203,13.71273913305249,30.62375831604004,0.40872709145094255,0.6744669675827026,2.2281814107011915,4.642063140869141,0.6920623650396783,0.478948712348938,0.8883770509373481,0.7471710443496704,0.018370535224676132,0.04062499850988388,False
40,highway,False,114.41697025084774,254.08740234375,254.08740234375,10.899895668029785,5.521420955657959,0.0,0.167407648322741,0.16771629538774904,5.010885440946749,37.81361770629883,0.4164764734419229,0.5000101327896118,2.4999924535313367,4.999992847442627,0.940525818467143,0.30000001192092896,1.0,0.5,0.04317411035299301,0.05000000447034836,False
41,highway,True,35.22398571553666,75.8353271484375,75.8353271484375,80.8629150390625,6.290286064147949,0.0,0.2221635324395608,0.21992018298871852,7.074173389416709,35.31848907470703,0.970145838067735,0.5110980868339539,2.4330514222678583,4.9182448387146,0.7705045248776033,0.30090659856796265,0.9999325358743884,0.5000675320625305,0.03436160832643509,0.046875,True
42,highway,False,108.37060311656937,189.8099365234375,189.8099365234375,20.726531982421875,7.06569242477417,0.0,0.19152712599797783,0.1919211461450191,1.4882540962735298,37.32436752319336,0.39300201022471976,0.5000168085098267,2.499991081749046,4.999991416931152,0.8165618658917306,0.30000001192092896,1.0,0.5,0.04193303734064102,0.05000000074505806,False
43,highway,False,154.71051711328005,346.713134765625,346.713134765625,7.766602993011475,3.2948148250579834,0.0,0.19837425064384162,0.19854928599947452,3.3003467335598256,38.09492874145508,0.33855070026010275,0.5000025033950806,2.4999957362979766,4.999995708465576,0.7277663264104403,0.29999998211860657,1.0,0.5,0.04476785659790039,0.050156254321336746,False
44,truck,False,155.1360678375587,337.61474609375,337.61474609375,8.104702949523926,2.7994461059570312,0.0,0.17095000028071097,0.17114623497138842,13.694143339828562,35.21649932861328,1.5511048206816014,0.5000338554382324,1.999864935363249,4.99986457824707,0.19999977402950186,0.3000001907348633,0.4999999999148505,0.5,0.035508930683135986,0.04375000298023224,False
45,highway,False,32.176664956365585,78.3267822265625,78.3267822265625,19.850452423095703,7.432466506958008,0.0,0.07320154164930902,0.0731226277902249,8.270941977647905,36.99783706665039,0.5575127698595745,0.500040590763092,2.4999874957624435,4.999987602233887,0.8141643045629968,0.30000001192092896,1.0,0.5,0.04033035784959793,0.046875,False
46,urban,False,39.172573289786285,76.3436279296875,76.23834228515625,5.764869213104248,3.5802395343780518,0.0,0.21138852934560148,0.22170131074884458,15.648146399936781,28.791215896606445,0.6377127443874493,0.6071112155914307,2.6981498194081164,4.6788763999938965,1.1928554240828428,0.30729639530181885,1.499493207598977,0.5005084872245789,0.011709820479154587,0.01875000074505806,False
47,urban,False,143.29893705220977,256.876220703125,256.876220703125,11.480090141296387,6.5251545906066895,0.0,0.7437770108508615,0.7421869133433298,12.449854021967582,26.917081832885742,0.4184811864865635,0.8404211401939392,2.4567867965642813,4.3975114822387695,0.9639135417389947,0.5855861306190491,1.2320597972926093,0.9002768397331238,0.0048660715110599995,0.012500000186264515,False
48,highway,True,90.40353016899775,241.0821533203125,241.0821533203125,23.027812957763672,6.971010684967041,0.0,0.23655878440956807,0.23694507108531915,1.8565071724278275,36.78875732421875,0.8181639684594918,0.5003948211669922,2.499963544265554,4.999963760375977,0.6377601383413776,0.30000001192092896,1.0,0.5,0.039080359041690826,0.0468750037252903,True
49,urban,False,145.6283758951919,275.3108215332031,275.310791015625,12.280983924865723,6.676552772521973,0.0,0.7581259056077353,0.7555659814708234,10.878064659895966,27.052221298217773,0.319791493602997,0.768926203250885,2.586533227965164,4.539144515991211,0.9962087205213349,0.5529941916465759,1.222984327665981,0.9170709848403931,0.006678571924567223,0.015625,False
50,highway,True,75.96786208997531,191.164794921875,191.164794921875,89.41795349121094,0.8416326642036438,0.0,0.38408323986267495,0.3840422195221918,4.770506665494168,32.4901237487793,0.4194215288862487,0.5091906785964966,2.4580338945638074,4.9553542137146,0.7643128265481044,0.30007433891296387,0.9999979035081527,0.5000020861625671,0.02607589401304722,0.05312500149011612,True
51,highway,False,36.912899135866994,100.2490234375,100.2490234375,19.570802688598633,7.918424606323242,0.0,0.2222639555096337,0.22294249057587273,4.405784691893814,40.37120056152344,0.7509477271663904,0.5000039935112,2.499999926430875,5.0,0.9307987091370992,0.2999999523162842,1.0,0.5,0.055531252175569534,0.0625,False
52,highway,True,44.19668696759367,82.6417236328125,82.6417236328125,81.48182678222656,7.735732078552246,0.0,0.19438919602615404,0.19376176203920137,4.203371591773863,33.0969123840332,0.8555797472687866,0.5110873579978943,2.4334808540180095,4.925408840179443,0.9693236018545665,0.3002499043941498,0.9999884584901272,0.5000115633010864,0.026999998837709427,0.04375000298023224,True
53,highway,False,106.60407132204315,189.3702392578125,189.3702392578125,17.93924331665039,6.751962661743164,0.0,0.15770044118685816,0.15716138129500248,6.9974231117011145,35.5134391784668,0.6913086345123516,0.5000627636909485,2.499930158998752,4.999930381774902,0.9178650011340944,0.3000001013278961,1.0,0.5,0.036026787012815475,0.04375000298023224,False
54,truck,True,198.8895073961795,410.56591796875,410.56591796875,92.65122985839844,3.8773834705352783,0.0,0.33999826256424426,0.3387967898345231,10.227859843412217,32.67054748535156,0.905528610092233,0.6055188179016113,1.846180129108324,4.779404163360596,0.2110612857033767,0.3700518310070038,0.48309596014316747,0.5258820652961731,0.025468749925494194,0.04062500223517418,True
55,mixed,False,235.42047917574655,402.8492431640625,402.8492431640625,14.767141342163086,4.710183620452881,0.0,1.0326444945969238,1.0343289612913766,9.422485449854682,29.835756301879883,0.9197413935296833,0.6761410236358643,2.2206803573307994,4.63804292678833,0.703623208027419,0.4675655663013458,0.9065352418271763,0.700060248374939,0.015156250447034836,0.03437500074505806,False
56,urban,True,183.95550829643332,347.2308654785156,347.2308654785156,48.91415023803711,4.834577560424805,0.0,0.9194565111378535,0.921553976090311,12.230244271019638,27.109237670898438,0.4874566941021635,0.7099336385726929,2.599079603447933,4.549331188201904,1.001509758228519,0.5475720167160034,1.2106924767959024,0.9338582754135132,0.007816964760422707,0.01875000074505806,True
57,mixed,False,159.6089004806151,360.80816650390625,360.80816650390625,4.425780296325684,0.9844620823860168,0.0,0.17780570765562256,0.17822589151180915,14.16503493591853,30.870534896850586,0.3248822601596972,0.5414797067642212,2.4664137574813214,4.964644432067871,0.799638443115713,0.3003685176372528,0.9999831194091917,0.5000169277191162,0.018852680921554565,0.02500000223517418,False
58,urban,False,203.60415401691324,348.1940612792969,348.1940612792969,14.512353897094727,4.832174301147461,0.0,0.9380094352529832,0.9429143273447285,11.995130597136905,27.28223419189453,0.29517569015050743,0.738493025302887,2.5625841926661366,4.499941349029541,1.0022475415017587,0.5509751439094543,1.2327424090266348,0.9029254913330078,0.007718750275671482,0.01875000074505806,False
59,highway,False,134.72064643846267,305.1357421875,305.1357421875,8.575867652893066,4.347084999084473,0.0,0.18193691174027518,0.18199273231601512,3.2273579854898338,36.96905517578125,1.030335908583254,0.5000154972076416,2.4999892899373184,4.9999895095825195,0.7682091889216427,0.30000007152557373,1.0,0.5,0.039933037012815475,0.05000000447034836,False
60,truck,False,183.58682195331897,393.8232421875,393.8232421875,6.5083441734313965,2.9714279174804688,0.0,0.15906138618909,0.1583935309150646,14.1931745397688,35.71809768676758,1.4022393734136056,0.5000291466712952,1.9999343368713585,4.999934196472168,0.1999999221320593,0.30000004172325134,0.5,0.5,0.03776339441537857,0.04375000298023224,False
61,highway,True,28.50405147167095,50.7491455078125,50.4134521484375,90.07413482666016,10.094484329223633,0.0,0.18029539281881768,0.17862693104718785,5.6001737041997055,36.611541748046875,0.6165056811667099,0.5112300515174866,2.434544990266729,4.92210054397583,0.6720053259643145,0.3013521730899811,0.999888609668294,0.5001116991043091,0.03924107551574707,0.05312500149011612,True
62,urban,False,144.79294976165804,330.8951416015625,330.8951416015625,5.687105655670166,1.3467867374420166,0.0,0.18471420113134868,0.18497170577313546,13.990351658366395,30.07284927368164,0.5019459883868853,0.5632124543190002,2.9063250768634004,4.90199613571167,1.199169899636028,0.30083703994750977,1.4999626799497223,0.5000373721122742,0.016508929431438446,0.02500000037252903,False
63,highway,False,8.363701156138957,26.0709228515625,26.0709228515625,13.729501724243164,7.182837963104248,0.0,0.10761724659825402,0.10700009639194509,7.776384424063777,38.47119140625,0.6454551358956073,0.5000077486038208,2.4999982711335575,4.999998092651367,0.6552261642047388,0.2999999523162842,1.0,0.5,0.04650446027517319,0.05312500149011612,False
64,urban,False,195.90459871442772,339.8299865722656,339.8299865722656,13.305864334106445,4.204083442687988,0.0,0.9926334497631681,0.9889209732701825,12.13520854530397,26.970722198486328,0.3158923282443649,0.7252788543701172,2.5922341073472515,4.542597770690918,0.983142987020879,0.5668092966079712,1.1867158967397846,0.965503454208374,0.007361607626080513,0.01875000074505806,False
65,urban,False,91.0158404623379,215.74755859375,215.74755859375,6.264207363128662,2.8803539276123047,0.0,0.2012115321555936,0.20565649393732816,16.73175067992619,29.48975944519043,0.5650370666545653,0.6175117492675781,2.8280892339698007,4.81749153137207,1.195367637708585,0.30470260977745056,1.4997662367154003,0.5002341270446777,0.01374107226729393,0.02187500149011612,False
66,highway,False,98.10854349394516,217.71728515625,217.71728515625,11.802854537963867,5.742127895355225,0.0,0.16966023731618557,0.1691811092246255,1.560176047659132,37.75159454345703,0.48091928493654656,0.5000096559524536,2.4999939428212143,4.999994277954102,0.6635492335898789,0.29999998211860657,1.0,0.5,0.043071430176496506,0.05000000447034836,False
67,highway,False,111.27238421138543,240.1064453125,240.1064453125,0.45595213770866394,0.2275751829147339,0.0,0.26992769840363695,0.26973811766712896,1.7782633398451473,38.19321060180664,0.9690734235080273,0.5000100135803223,2.4999949307937746,4.999995231628418,0.8286324904647155,0.30000001192092896,1.0,0.5,0.04500000178813934,0.05624999850988388,False
