epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std,val_v0_nrmse,val_T_nrmse,val_s0_nrmse,val_a_nrmse,val_b_nrmse
1,1.0370132817327977,0.9089999099075794,0.884040545411408,0.0030888274096651,0.034358730038511566,0.010192289819242433,0.2878604554273981,0.26467502192455405,0.07683823037981749,0.00047089697000046726,0.015271897115800381,0.0004123370927588316,0.5,1.0712237843871117,0.14895475200040542,143.53445100784302,0.015608927891219466,0.015608927891219466,0.007804463945609733,-0.027507536113262177,0.004083920735865831,33.50367763194632,0.6182662137645356,2.612773224394372,0.3712600196929688,0.7044215887150866,0.2806392584709411,0.014474272638797126,0.03374571254120228,0.01279009199215773,0.024980719597574245,0.28928913789922783,0.3174881911968655,0.09339252073412292,0.36153650369696805,0.35270241595123314
2,0.2420187383890152,0.2299102208018303,0.056704219691455365,0.002205650665709982,0.005384847239220107,0.0018859359982445767,0.22633856657813203,0.21897506258113586,0.05479146929537045,0.0022949778674259545,0.0005802919298240132,0.0023786316528070952,0.49148145657226705,0.2029516168870032,0.10350934412092605,143.75232934951782,0.015608927891219466,0.015608927891219466,0.007671498615508028,0.06198571249842644,0.0031812668312340975,34.75845523590737,1.0756068717926106,1.9282185486022463,0.392408014136426,1.0550964782212644,0.39753182232379913,0.035752383942537484,0.060761034706647093,0.022633981261838305,0.05359696428430207,0.30259940903351185,0.1344042767118223,0.15741091837332746,0.3511218726193773,0.23829106105133865
3,0.22616753831505776,0.21833800680935384,0.051210370007902385,0.002640147469937801,0.001321858049468574,0.002509257175261155,0.2209047265747126,0.21245694384375152,0.04972586534085109,0.0023284213910959263,0.0015898064092207858,0.003537937517087793,0.4665063509461097,0.2616735767945647,0.09344337248500992,143.40296840667725,0.015608927891219466,0.015608927891219466,0.007281663992713749,0.10030029714107513,0.0065963901579380035,33.841486626483025,1.196920503327187,2.007045199262335,0.44643582340250626,1.491762398405278,0.3796536389817583,0.035038145675145564,0.0626263164895329,0.028578756861339146,0.06005570403438933,0.2777650422332541,0.12146190445670049,0.14312822013877058,0.3277657917129203,0.14971203534053307
4,0.22407554864883422,0.21674101442098617,0.0498550720512867,0.002755775124533102,0.0011363623872603058,0.0021497522052914063,0.22131320826233702,0.21285058548079527,0.05057149673093784,0.0035516320210088916,0.0015493962898648185,0.0033569908986406673,0.42677669529663687,0.40707716943696143,0.09739756843748879,143.11250281333923,0.015608927891219466,0.015608927891219466,0.006661526662538147,0.0917806476354599,0.0015665842220187187,34.43407665415013,1.222446731430419,2.0202834935898477,0.45826765847332934,1.568136064296073,0.4251374951068391,0.04000921453289846,0.06503304985767984,0.02874209786154716,0.0677958367828359,0.2807980471870224,0.15318353656500364,0.14272378560887575,0.3227569973181447,0.16033493896170992
5,0.2057691279053688,0.19950899802148342,0.043360400972887875,0.003349827526253648,0.000979848045842573,0.001553498796111583,0.21479037219777386,0.20717153799264354,0.04705314449916415,0.0033130304450714127,0.000953721121387134,0.0035882935351787123,0.375,64.60947240445763,0.09623355232179165,143.15070986747742,0.015608927891219466,0.015608927891219466,0.0058533479592073,0.08153557777404785,0.007881436496973038,34.55507540195546,1.3284074898729934,2.0376847678042473,0.43997468878614143,1.871522307395935,0.44262140878337497,0.041444645867623545,0.07697349148703382,0.028971735701061527,0.06050260854449044,0.2835247623539086,0.24260991017899577,0.1367332785597718,0.32896332590835486,0.246667166357037
6,0.21805791534483432,0.2105661216378212,0.047481709625571966,0.003283743397332728,0.0015859153524586357,0.0019870416363195888,0.2130545418947301,0.20583693366101447,0.0474926501653712,0.004823746888893979,0.0010645905210556017,0.0023251296621275078,0.3147047612756302,1358057245.0286832,0.12023265645938351,142.09967017173767,0.015608927891219466,0.015608927891219466,0.004912203925774748,0.10060705989599228,0.006093640811741352,37.226268037836604,1.5469363204976345,2.2046375991182123,0.39031488781279705,1.9189109580313906,0.4926149772202715,0.04756665938692366,0.0843035122775968,0.023695706127909943,0.06493492131220534,0.3429817747172056,0.30652500630512347,0.13491831264417173,0.3510769382138589,0.2874795275205235
7,0.20074249379336834,0.19462601602077484,0.04304511687718332,0.00346715307678096,0.0007333496867909161,0.0018105199838100816,0.2138159592497222,0.20574651127482982,0.046600894990099714,0.0032118630791801287,0.0016779269681083096,0.0031416748044933982,0.25,1.9333292417143484e+16,0.10191794122232402,141.2952425479889,0.015608927891219466,0.015608927891219466,0.0039022319728048665,0.07977297902107239,0.004037001170217991,36.890103390876284,1.2448908585183165,2.1889332805542234,0.4097317449272947,1.6226935843203931,0.49474168331065077,0.041012045947161124,0.07367478899578465,0.02607935183078417,0.06581320827628703,0.33410779810365243,0.2507930968893829,0.1288879714182419,0.34128563216887414,0.23260766333500857
8,0.20603560104966165,0.19957293830811978,0.04345606704242527,0.003604390115942806,0.0012975607737430205,0.0012785504620892697,0.206787217903803,0.19933552703166263,0.0444866075970609,0.00478415482211858,0.0015254866178303415,0.0024766701233976075,0.18529523872436984,1.052064202465117,0.11709182994796875,141.51322197914124,0.015608927891219466,0.015608927891219466,0.002892260019834986,0.10283761471509933,0.008130481466650963,37.465858449327186,1.4077250817988782,2.441479486353854,0.3737513278710081,1.782940257736977,0.49852928582658157,0.04889835008083189,0.084575156225486,0.021604406827580223,0.07262609877247125,0.3512962702513492,0.29236159246459215,0.16975244260074118,0.3576334883080153,0.2907091692692935
9,0.19839250639081002,0.19191295258700847,0.040358391534537075,0.003652390071656555,0.001563542501826305,0.0013951077645742772,0.2053282134274536,0.19819363281923405,0.04419913831379938,0.004191768902564171,0.0009302020253760009,0.0031497525272184707,0.12500000000000006,0.3653703557699919,0.11770776671139484,141.51046991348267,0.015608927891219466,0.015608927891219466,0.0019511159864024341,0.1094505563378334,0.008883095346391201,36.126323091222886,1.4775894398384906,2.594004551146893,0.4078427575370099,1.7204992041942921,0.520047165453434,0.042980251992319495,0.08850550806110209,0.0263235094614,0.07219225871673923,0.32360376001112,0.30577865451203523,0.22870141255871962,0.3423391885135723,0.3185578563206511
10,0.20093289136886597,0.19477347269654274,0.040936445696279404,0.00376749906106852,0.0012837555371959298,0.0011872891010265363,0.20042282194295463,0.19363741909569882,0.04168228691374447,0.005444097432429887,0.0011454229795889843,0.002399092205945075,0.07322330470336313,0.995918490216136,0.12376761345311682,141.60780882835388,0.015608927891219466,0.015608927891219466,0.0011429372830715863,0.12166473269462585,0.005415184423327446,37.026332966824796,1.463140589759705,2.6934403789804335,0.398648959683611,1.7814260144182976,0.5345498743526479,0.048995272053326384,0.08611661249256515,0.026195927612245717,0.0764882818875002,0.3486677662569827,0.31423084653623395,0.23358418972727177,0.34825197306577416,0.32551176019634015
11,0.1962748507410288,0.1906057221442461,0.038692510593682526,0.004199835737235844,0.0009427468685747442,0.0012942788581201724,0.19674349897243876,0.1896795375034847,0.03992671189220384,0.0046241352858023095,0.0015312999759972395,0.002617565713336187,0.03349364905389032,8.714784717932343,0.121004302074459,141.7927188873291,0.015608927891219466,0.015608927891219466,0.0005227999528959851,0.1185433492064476,0.004757091403007507,37.144229036696416,1.4508545322621123,2.703429605098481,0.4148730052278397,1.767815870173434,0.5541445688998445,0.04578755052383751,0.08257593923902258,0.028057346166919007,0.07458676898138637,0.34762280241429105,0.30872407901600196,0.2330571764779596,0.3406960737518046,0.3243009052866113
12,0.19082019358873367,0.18534333884716034,0.03743762352969497,0.004703403209568933,0.0009785706540270667,0.0010387043974407107,0.1988360343619864,0.19174866530885723,0.040816354952960654,0.00528179519042556,0.0014335055752620796,0.0026162730069392245,0.00851854342773295,0.45163984429091214,0.12256851185985068,141.8873291015625,0.015608927891219466,0.015608927891219466,0.0001329653301017051,0.12239774316549301,0.005109797231853008,36.96451766440209,1.4844548410557685,2.717948189441194,0.40739193320908446,1.7453243390042732,0.5551066209978246,0.04837418726318456,0.08449603403185277,0.02723311146466121,0.07570387105497116,0.34424872340320223,0.31419836347421987,0.23916003182026713,0.34375249250526746,0.32747096183641217
13,0.18086717426776885,0.1755252755433321,0.03602848621085286,0.004216210861923173,0.0010447824854600185,0.0009669132476473586,0.19630772174593616,0.1888373258939766,0.040343560109985,0.006550851133184513,0.0019576102167612117,0.002301776247513336,0.25,66245731273905.29,0.13805407812779255,141.58747911453247,0.015608927891219466,0.015608927891219466,0.0039022319728048665,0.15562939643859863,0.006230384577065706,36.89932423449577,1.4463018185280738,2.8063932251422963,0.3821054516320533,1.7099877253491829,0.6146061369713317,0.055322652504323645,0.0877740968692493,0.025889735742895666,0.08607062801441297,0.3490542751738722,0.30814199909685835,0.23763614976836622,0.35590610601707884,0.3295658718935351
14,0.10246703162789345,0.09877901941537857,0.026181746423244476,0.002892265757545829,0.0005463623092509806,0.0007577265685358725,0.2114803781534763,0.20356897050712972,0.04498928937902476,0.00382505949992845,0.0016772299336768497,0.0030879927450939704,0.49148145657226705,9.582351294116859e+16,0.09907508750465956,141.2699317932129,0.015608927891219466,0.015608927891219466,0.007671498615508028,0.11720772832632065,0.008614460937678814,37.1791288903419,1.1725591639889048,2.1945244137276996,0.3864824334357647,1.4508037154978894,0.6121571515785887,0.04628262946263273,0.07467138430381075,0.03242214532145497,0.07589403567637534,0.33327436881938327,0.18016679184993137,0.12137502597539687,0.3511482227467669,0.23134423022288614
15,0.04304644644260407,0.041902293115854264,0.007901625176891684,0.0008493257802911103,0.0,0.0006230487587163225,0.20584943981722315,0.19789350201237074,0.04251608707535853,0.003797247967474717,0.001387722961941021,0.004253487007248468,0.4665063509461097,528655903579246.3,0.08779867871248341,140.8627381324768,0.015608927891219466,0.015608927891219466,0.007281663992713749,0.12309549748897552,0.009877973236143589,35.74206946758514,1.2733634684948212,2.2649867331728024,0.42816417252129696,1.619995616851969,0.6056623463617995,0.04535117026101401,0.07076718010246119,0.04185000631433139,0.07139424280204038,0.3047107607626798,0.18696305232649174,0.11302333544347981,0.33411431516231554,0.2196389217113945
16,0.10734864264726639,0.10455567501485348,0.021656593885272742,0.0020738904550671577,0.0,0.001047226912220014,0.2360463992474561,0.227984145759268,0.05915107406388493,0.003950246602316645,0.0009757705679367353,0.0019477273378741716,0.42677669529663687,3819310753907582.5,0.1160610658612023,141.51312828063965,0.015608927891219466,0.015608927891219466,0.006661526662538147,0.11282094568014145,0.009741914458572865,37.427154104760355,1.203220472690907,2.3166574575799577,0.32717982901537673,1.6972551954553483,0.6659245237391046,0.046802546848800586,0.08482665742965455,0.015831917962443303,0.08242416593860438,0.3505719707976275,0.26593124803298357,0.15225724192661005,0.3800127443015508,0.271058205816373
17,0.1391428679972887,0.13548995807766914,0.029304938791319728,0.0025957511749584226,0.0,0.0011852569117945678,0.20787666995633156,0.20041914759798252,0.043928020106172784,0.003634103589958729,0.0015607082496461424,0.002644614354825302,0.375,1102004073185947.6,0.10721608600083818,141.9370048046112,0.015608927891219466,0.015608927891219466,0.0058533479592073,0.11046087741851807,0.011659335345029831,38.269857974762616,1.2760453084681898,2.433526547665292,0.37497960760238325,1.6426483303942578,0.6779084950685501,0.044791497508103545,0.08589042883683393,0.031203450040614353,0.0768202477075318,0.3636596181988549,0.2549413764651263,0.135493918017249,0.35696921749477034,0.28889076880632225
18,0.11035413920879364,0.10774008929729462,0.021787067698314785,0.002623501915950328,0.0,0.0006083351410302385,0.20809744094359747,0.20096529619966416,0.04650464446650461,0.005506760187811178,0.0011884631940691473,0.0020357572797410563,0.3147047612756302,1.871567425431976e+16,0.11561969651820812,142.32267427444458,0.015608927891219466,0.015608927891219466,0.004912203925774748,0.13446493446826935,0.009371117688715458,36.52078320117707,1.3975568458120873,2.5440329528869468,0.3414568271725736,1.7900230986006715,0.7301399749010167,0.051901961760991745,0.10080826337984268,0.021642058042182707,0.09405058022945169,0.3320455030778201,0.2855945026072916,0.19374116229333668,0.37397627818910156,0.3107461162361049
19,0.12068659894168376,0.11761581018567085,0.02464764394797385,0.0029686655174009503,0.0,0.0009151846194072278,0.2222349874358228,0.2141082844439339,0.052578896581334,0.0044976125039071085,0.001529086879432868,0.0022296907563874686,0.25,6315354654793140.0,0.10997688346245188,142.04801082611084,0.015608927891219466,0.015608927891219466,0.0039022319728048665,0.11700017750263214,0.011789301410317421,37.337858088473055,1.2681404637529494,2.415659428911006,0.3349110555458576,1.761350911982516,0.7076141281013794,0.04896201523258648,0.09507366836546584,0.019282551741777385,0.08315950596427664,0.3521525500461215,0.27050452793504953,0.14923606460799174,0.37672587327575996,0.2886499733141387
