epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.08784255430102349,0.07591223180294036,0.09742886140942573,0.02967457961524815,0.0,0.0014074151357635857,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,1800828846.9312534,0.23808510902714222,173.3488700389862
2,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,174.92503690719604
3,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.77115678787231
4,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.71064019203186
5,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.88224840164185
6,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.6936388015747
7,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.90592312812805
8,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.40298438072205
9,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,171.12360548973083
10,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.39411520957947
11,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.43173384666443
12,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.5268838405609
13,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.230304479599
14,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.626629114151
15,0.0,0.0,0.0,0.0,0.0,0.0,0.58785103007834,0.5527686204047914,0.3119571936574388,1.8715185452744296e-05,0.0,0.007771486307474527,1.0,0.0,0.23808510902714222,170.69603562355042
