epoch,train_total,train_data,train_phys,train_ou,train_bc,val_total,val_data,val_phys,val_ou,val_bc,lr,grad_norm,spike_rate,time_s
1,0.444762649166807,0.4090107535001369,0.18358256161936706,0.010404347809837844,0.01687342329609985,0.3675534215512549,0.3516829610820029,0.13112631546938494,0.0007263212876107894,0.0027215134976230075,0.001550357195181517,0.8310564100109028,0.05925423074157754,2633.7877666950226
