epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std
1,1.8723370331525802,0.5220784705132246,0.3893070603348315,0.02197314625605941,0.06891918692781474,0.008517802343703806,0.8353257837923284,0.21984919200235226,0.05694386532450927,0.011623137204491712,0.0010873585399641895,0.008996855125742708,0.9755282826193187,10.856339694857597,0.055551051657567636,141.301255941391,0.009222270525515096,0.009222270525515096,0.008996585727606502,0.1440008282661438,31.897236895053943,1.2150126549791782,1.1547710083900613,0.409687950573069,1.2870654673018354,1.963113062876336,0.07755488232570759,0.05504342301456416,0.03422426892583199,0.12078922420264558
2,0.8991648533940315,0.22802619725465775,0.05766258961521089,0.0074110603355802595,0.0018679976557011457,0.010292945122346282,0.7234235505791421,0.22923408222800873,0.06059145141254239,0.006679620985139875,0.0009714562393200855,0.013532456223595333,0.9045085926789765,5.018618510067463,0.03398674449070971,141.8648772239685,0.014670600224301444,0.014670600224301444,0.013269683962638777,0.3610045909881592,32.59160767210291,1.2321068004090736,1.2769424471449344,0.5748115896861604,1.2665068056989224,2.096398838022922,0.05529730929497709,0.08550350504748999,0.06320602196873107,0.10677003044080227
3,0.7566754457354545,0.21922554962337018,0.051137179862707854,0.006303290352225304,0.0021791591512737795,0.0132650051638484,0.7290580405833873,0.2075189518088356,0.048981454151563665,0.00571248872871907,0.001009609878045035,0.013134621628659202,0.7938928322536105,4.505026119053364,0.03568285682852915,141.49352288246155,0.014670600224301444,0.014670600224301444,0.011646884362931128,0.30106866359710693,36.04253866317424,1.2402017021432836,1.409748353856675,0.39404314899064125,1.1940356702246564,2.08690689686448,0.050792317034954085,0.15175949429419447,0.05161962968958641,0.10759838464412283
4,0.7307354959845543,0.20134452067315578,0.04348038686439395,0.005054028902668506,0.0013818842296723234,0.012622406724840402,0.644368402184324,0.1947770494016561,0.0425970812447052,0.005058993833099908,0.0036786039520828786,0.013200662128548039,0.6545088426789766,3.7029355686903,0.03547867227028659,139.8173849582672,0.014670600224301444,0.014670600224301444,0.009602037574213473,0.4094569981098175,32.292183155709125,1.1802924497330443,2.0928336312162115,0.4304825855379409,1.4820115743799414,2.7996928295556534,0.04868211050299888,0.2934059907305748,0.05969638023677188,0.17228526075152642
5,0.7311053434014321,0.20189034581184387,0.043756238007918,0.004382394895656034,0.0020858100889630292,0.013364285631105303,0.6467295608463439,0.18440513211758214,0.038300003809359,0.003918721554850406,0.0013571906259353165,0.013592234728461567,0.5000005000000001,3.91227524548769,0.03368006213667228,140.91486048698425,0.014670600224301444,0.014670600224301444,0.007335307447450835,0.3843556344509125,32.3190894532711,1.2052889364830992,1.4405941132535325,0.413327989426065,1.2114279790127531,2.5987906441726585,0.046386869168503486,0.1265522836053625,0.050565780175484756,0.1499036091994098
6,0.6920495426654816,0.19472941547632217,0.04093138189520687,0.0037117214838508516,0.0014312182311368815,0.013700901614502072,0.5631129075079522,0.17821883535052233,0.03605944289890257,0.004550748677153953,0.0038591736161311505,0.013704859185963869,0.34549215732102356,3.2817882069945337,0.03322534762481426,140.4288215637207,0.014670600224301444,0.014670600224301444,0.0050685773206881985,0.5653234124183655,34.77301179601791,1.2137248918731163,1.668614350100781,0.3752659093192283,1.1790935146681807,2.3135612613343177,0.04881341546337972,0.17717115200580436,0.04853167141024468,0.14193081142420463
7,0.578899464905262,0.18105210311710834,0.036448671901598576,0.0041776665532961485,0.0020480916591827736,0.013493502000346779,0.541833998516519,0.17369741597708235,0.0337882195128762,0.003995989740360528,0.0036843305572893674,0.013528488175150878,0.20610816774638968,3.057770518064499,0.03399535663861861,140.76347041130066,0.014670600224301444,0.014670600224301444,0.003023730531970544,0.5770019888877869,35.18131291612666,1.192858155420486,2.0171269019867513,0.38991429989642284,1.2794821490632726,2.540382758575551,0.047921286370763753,0.26224874411808685,0.05380926674003236,0.1524833521231058
8,0.5429147124290467,0.173876081854105,0.03248568710871041,0.004110628766939044,0.001931219253724521,0.013215497061610222,0.556366011896666,0.1733587875843365,0.033491699384188556,0.004425204516279492,0.003983487624988444,0.012892367756687739,0.09549240732102354,3.3485197243094444,0.03681562759695535,140.01078271865845,0.014670600224301444,0.014670600224301444,0.0014009309322628929,0.5761164426803589,34.17777874114665,1.15349372936056,2.0435903053334417,0.40018326931811393,1.1357917940997062,2.631114741906207,0.05099940369341602,0.2555477837932871,0.05284755257185254,0.13957424580733827
9,0.5555895546078682,0.17472115010023118,0.03332866647280753,0.0040651602426078175,0.0018657224920571025,0.013345375871285797,0.5796624379272156,0.1785840595022161,0.03622843713271729,0.004390479120589357,0.0019020889955072562,0.013539427623866087,0.024472717380681387,3.181283485889435,0.033982879789347976,140.06216955184937,0.014670600224301444,0.014670600224301444,0.0003590294530942902,0.587490439414978,32.584352432413304,1.250264954059682,1.9189714225048715,0.46145101161079205,1.1215436674178916,2.792651870783339,0.04847358443595944,0.2281492533994482,0.06607899946434469,0.13366246695055606
10,0.5288142889738083,0.1756905072927475,0.033552514906041324,0.004491263851523399,0.0016346538701009195,0.013480121158063412,0.5512892962136167,0.17512541517932365,0.03464442732040473,0.005134074978451145,0.0018795431279635465,0.013007648608726548,1e-06,3.354499119520187,0.03638234568086076,139.75447058677673,0.014670600224301444,0.014670600224301444,1.4670600224301444e-08,0.6010054349899292,33.25071935450777,1.2191052202214585,1.9722744423024199,0.4533576784615821,1.1096658541801128,2.800485319438133,0.05344187133410509,0.2428550053625665,0.06602827708001256,0.13307103788123487
