epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,marginal_frac,mean_spike_margin,mean_vth_at_spike,rec_spectral_radius,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std,val_v0_nrmse,val_T_nrmse,val_s0_nrmse,val_a_nrmse,val_b_nrmse
1,0.32519817307591437,0.30316586449742317,0.10454503798857331,0.006703672690782696,0.010828113557072356,0.0008290161607789059,0.26904098162467177,0.25244060543147806,0.06858496865297252,0.007568672871553993,0.008157365244845463,0.002412159618912523,0.0069930945361347365,0.44119431778788565,0.18153294445352353,78.67730736732483,0.0002388725260971114,1.5149786472320557,2.3783793449401855,0.4954662322998047,nan,nan,nan,0.023222848773002625,0.004308919422328472,33.016177339756744,1.232016147451198,2.200305439056234,0.6758443085437126,1.356001226191825,0.433557207121494,0.08321445044922701,0.06266758848536522,0.053046864754659064,0.07955208939916276,0.2644636287301397,0.14713907737480308,0.11715914546492116,0.23500156759004664,0.14085539395208088
2,0.27764890864491465,0.2651323658972979,0.0734041684307158,0.006079894583672285,0.003980750283881207,0.0017827592756128063,0.2823245964072486,0.26832985616427785,0.0787699476251022,0.006126957492248968,0.0044621949788400325,0.0026984036685720907,0.006972405397250016,0.5513426175713539,0.18015096158264798,75.83644127845764,0.0007290489738807082,1.4784493446350098,2.565272569656372,0.5750706791877747,nan,nan,nan,0.055177390575408936,0.00822171289473772,31.973744422831434,1.3507747161895671,1.9056339599984757,0.7027019097449931,1.4920465312105544,0.4616658199340739,0.0704004014148674,0.07229980786747121,0.07196475117606052,0.07942161397968835,0.23967838176115466,0.15858372542992094,0.17356035268941575,0.22827681862855168,0.1405839750270564
3,0.2849676769971847,0.273251141756773,0.08120389461517334,0.006318957777693868,0.0022694572299951686,0.0020214797248898895,0.2345286795195747,0.22613091101037694,0.05448145405736138,0.006008900058000011,0.0014699821410644328,0.002358391035114802,0.006938014233925046,0.7311226084083319,0.17954545234270552,77.3969202041626,0.00032885270775295794,1.505915641784668,2.3386409282684326,0.4513753652572632,nan,nan,nan,0.04158062860369682,0.0029581065755337477,33.436797243483525,1.3854505191458033,1.823904254335038,0.6581074035865195,1.8115632096503644,0.48582610567199425,0.08038423612634553,0.07705495221183654,0.06903575757082472,0.08779233432513603,0.2662815306602884,0.20703270538143556,0.18470061283922642,0.24398147562311776,0.21796444225965297
4,0.26565273746848106,0.2565341459214687,0.0695514809526503,0.0060843379166908565,0.001368356228049379,0.000981736541287752,0.26650911858899795,0.2568528408462063,0.07045959382803436,0.006671783482120868,0.001203089194869461,0.0021472790940902813,0.006890056772369644,0.5784876250475645,0.17550702278125793,74.9810357093811,0.0005017771036364138,1.4799895286560059,2.4209508895874023,0.6116316914558411,nan,nan,nan,0.053223613649606705,0.00039488973561674356,33.14331271800589,1.366689420126854,1.7871424016800332,0.7380387123594893,1.612368181664893,0.5134116994573715,0.07495489262757783,0.07492850376094909,0.07755435908094366,0.07812669108364176,0.2583878099068209,0.18237079504026593,0.19202388758983155,0.21815326910127003,0.1706908209520853
5,0.2855209656059742,0.27490256264805796,0.08067346330732107,0.005262732126284391,0.0015749677570784115,0.0014258999112860239,0.24268607692198552,0.23421387021687437,0.058155707598842206,0.004393296637027425,0.0011755816287738546,0.0025227788224989256,0.00682872227877489,0.7027948626875877,0.18255863608197964,76.297354221344,0.0006383793661370873,1.4572983980178833,2.3600354194641113,0.5337884426116943,nan,nan,nan,0.05627485364675522,0.009607590734958649,32.49785195005701,1.2375220662735877,1.7656616771474798,0.634526438059959,1.7556177986429093,0.5375778430953939,0.06268441504699752,0.0768773249608088,0.07460209004026144,0.07301055305102404,0.24447306480927905,0.14891128241555648,0.1965595979647666,0.2563330244835163,0.18402346552885035
6,0.2582045621424913,0.24948622234165668,0.06609041188843548,0.004832685196306557,0.0008418632515849822,0.0020516049544499638,0.2335227119558035,0.22513669570709796,0.05410526666364216,0.004608794416429752,0.001141078343708043,0.0032079413800675744,0.0067542528123659355,0.49643232256174086,0.18992279905905116,75.95641493797302,0.0003370894701220095,1.4338548183441162,2.168915271759033,0.5369904637336731,nan,nan,nan,0.03525674715638161,0.001353388768620789,32.12679421648066,1.4167151134064857,1.814677244805275,0.6840629148039412,1.9618423574782433,0.6679893193092752,0.0717071186790758,0.07532438187998661,0.07373241866205602,0.09512167311015915,0.23337278771642378,0.21949230172708298,0.1830178902493343,0.23888204278474762,0.2957250764087945
7,0.24740345798432828,0.23904007583856582,0.060358654465526344,0.0047110913321375845,0.0009765560987551681,0.002230811783938407,0.23121411916106305,0.22303438065771727,0.05394193142196758,0.00465356327959911,0.0013393280197654329,0.002427077677871071,0.0066669422701048356,0.5220243549346923,0.18388989932359534,75.04821419715881,0.0008454059716314077,1.4303367137908936,2.409590721130371,0.4702466130256653,nan,nan,nan,0.039180394262075424,0.0026107155717909336,31.910348344356457,1.513744685244053,1.9086741392916822,0.6159516522224914,1.926105910159172,0.6559328742800875,0.0740217962698575,0.08197228408398781,0.06002099011489685,0.08894796514923269,0.2324835730972179,0.2630084050303311,0.1612245416775592,0.26033736843336197,0.2794166831646745
8,0.25131763584911826,0.24310700044035913,0.06315983223728835,0.0045154787879437205,0.0011046394832374062,0.001128475692917732,0.23494589681479525,0.2272281618986992,0.05498786362264543,0.004243091830582497,0.0013983538618126754,0.0012168806414748997,0.0065671352268135,0.500000577121973,0.16283440058852763,74.6045172214508,0.0009113001287914813,1.4130746126174927,2.3889553546905518,0.5130078196525574,nan,nan,nan,0.0334625281393528,0.0015969750238582492,31.39117284531289,1.5318247403236145,1.9831978152406977,0.7448152906083046,1.872886244920974,0.6680628246766456,0.07828862881882394,0.08586355760455766,0.0691998507431213,0.08110076175170376,0.22018768304287498,0.2792644454583265,0.14453801303604896,0.2164609071567289,0.24648081675396571
9,0.25090862177312373,0.24202510535717012,0.06262400349602103,0.003928697027731687,0.0021267103106947616,0.0005959425378612693,0.2370316875266268,0.22947150567903163,0.05648253466240428,0.0034519672700937124,0.0009184571059217598,0.001641745045747592,0.006455225575294302,1.0102479833364486,0.17407159023779503,75.44465017318726,0.0002736726892180741,1.4250125885009766,2.1388633251190186,0.511701762676239,nan,nan,nan,0.041442908346652985,0.003368753008544445,32.21903448916496,1.2614041998031291,1.9375183474510274,0.6189135257551011,1.9195368404084063,0.7576350260605204,0.06529520194422692,0.0846626632747815,0.0615111591512377,0.09357430141894742,0.23180493541657113,0.1839107604935085,0.1540408788240369,0.2600658890103924,0.2882762949691571
10,0.23515248835086822,0.22753916539251803,0.05468598700128496,0.003855990201700479,0.0016229141103717383,0.0006580178135317283,0.22794721065525045,0.22048957958976004,0.05181165992658823,0.00395669355527795,0.0013776521892067011,0.0014019550418046044,0.006331654971815128,0.4410596039891243,0.1670496893769249,75.26931715011597,0.0009009395726025105,1.4071094989776611,2.405902147293091,0.4830549955368042,nan,nan,nan,0.04126882180571556,0.005043542943894863,31.570879814472605,1.3694493326734989,2.014599760796161,0.6816722607993065,1.9334447802381312,0.7031859443225759,0.069994343761751,0.08270592363353105,0.06683996154312441,0.0814646440260905,0.22235393011202897,0.21082294799634707,0.13709612954289038,0.2375997119777977,0.2721450314999463
