epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std
1,1.0309303995966912,0.8525846195220947,0.8198542232811451,0.025247950470075012,0.09024968241430542,0.009696561801247299,0.3122468146475706,0.2964787857725899,0.09486112252690215,0.009435997703707124,0.0017356490892728124,0.008148934772644351,0.48776415354553027,3.5053173208236696,0.060542086813044044,101.96868801116943,0.01269916313219806,0.01269916313219806,0.006194196555913191,-0.02742721326649189,0.004438761156052351,33.74128363994842,0.9086114155485275,1.2019519983453955,0.630501168363906,0.664234515834362,1.5541777464937656,0.07220918504877928,0.062362080043617714,0.0596174615474933,0.04229272688996601
2,0.2531971039623022,0.2414822369813919,0.06704093190841377,0.014067518254742027,0.0009004041338266689,0.006813988422509283,0.24242713659050616,0.2298285031810086,0.06147210604382401,0.011726564371046867,0.0014891520080845054,0.00875188595308189,0.4522543440852397,0.43990211356431247,0.05775019809841476,101.87449264526367,0.01269916313219806,0.01269916313219806,0.005743251692783691,-0.00353045086376369,0.0007302059675566852,36.356093315368,1.213982698765207,1.3307083211046584,0.4704787222311852,1.3118419526739324,1.4802271273541958,0.07725838821460591,0.08233662316218969,0.041485188028557184,0.10144968120817174
3,0.23718714140355587,0.2256063336133957,0.054057515617460014,0.009789824155159294,0.0016148957062250703,0.008141337693668902,0.21798025364888476,0.20727967970231745,0.04934417865823637,0.00857867090467443,0.0012509935148268306,0.008172459719563895,0.3969465191804922,0.5013701954111457,0.061133654510721246,103.27431631088257,0.01269916313219806,0.01269916313219806,0.005040888601831256,0.07606548815965652,0.004131660796701908,37.43410867325803,1.1833037087257872,1.289647844877649,0.39953639041236105,1.0874098051101604,1.378108097042175,0.06491435426188276,0.07645436733009968,0.034076231221874004,0.08687202053818296
4,0.2151956234127283,0.20553493216633797,0.0452198167424649,0.00773242820519954,0.0008696480570912967,0.00776488370494917,0.20991857009048157,0.19896003871442788,0.044840711654421495,0.008446626087769549,0.0022753429652940358,0.007553573728147696,0.3272545940852397,0.4841009858995676,0.06523068835760684,102.14375972747803,0.015980533793016522,0.015980533793016522,0.0052297030996990785,0.1602148711681366,0.0026198553387075663,37.32416611529411,1.28644663983203,1.5604605560607099,0.42368943450298713,1.3929056652048801,1.4313776188708367,0.06525842023101892,0.14716932296435883,0.05245637347565826,0.11756612368403598
5,0.21904473163187504,0.20894253797829151,0.04759934300556779,0.00869773210491985,0.0012886543228205483,0.007237438603769988,0.20290053933066257,0.19288975535396566,0.04203641316308541,0.009683682278611083,0.0008652825174012675,0.008915355154114993,0.25000050000000007,1.179363453388214,0.057080068239109945,101.90642523765564,0.020504009272552918,0.020504009272552918,0.005126012570142867,0.2449580729007721,0.013734949752688408,36.85102291310087,1.246593510216855,1.4229866145773138,0.44226407101179693,1.2375864107558068,1.584661287037616,0.07426631460560763,0.11238775291341416,0.06600861444050989,0.1070054172280621
6,0.2025047666579485,0.19270534500479697,0.03945720374584198,0.010148105942644179,0.001739938694107046,0.007212716829963028,0.19472811228417336,0.18625997672689723,0.03882045600627688,0.009588353598411096,6.45792252281903e-05,0.008084185208451557,0.1727464059147604,1.697800496444106,0.06144338037739409,102.1503176689148,0.020504009272552918,0.020504009272552918,0.0035419939086764373,0.22370845079421997,0.01231006532907486,38.33754695730006,1.3174989603935403,1.3806635287213833,0.3844151615779451,1.3637500988676192,1.6146493776840098,0.0748327864690664,0.11143285212443864,0.058683454685570784,0.11999406808234275
7,0.1963995871692896,0.1874631305038929,0.03844854672439396,0.012314803451299667,0.0009861109391226819,0.006979497512802481,0.19015448706898283,0.18207218478176188,0.036859778449573416,0.011897737209863484,0.000248688882630866,0.007105497986405216,0.10305448081950792,17.777353781163693,0.067096721856518,102.43229055404663,0.020504009272552918,0.020504009272552918,0.002113030030301317,0.24989840388298035,0.009429163299500942,38.00962957422784,1.320705937578323,1.3706819237546717,0.3725378010818299,1.361437589564222,1.9582975883274636,0.08344851432249267,0.10986297107995191,0.0604798707717372,0.13183493385131054
8,0.1872698325663805,0.17945706948637963,0.034817836028523744,0.011647922648116947,0.0006545499728326832,0.006188065735623241,0.18843255172226023,0.17854145446673353,0.03473554572902937,0.011910322731598578,0.0024897734316893664,0.006664507072468466,0.04774665591476037,0.7693931047618389,0.07014883226378167,102.17627620697021,0.020504009272552918,0.020504009272552918,0.0009789978756096402,0.2312326282262802,0.01262372825294733,39.18256184395323,1.1853021215251152,1.3981284182122413,0.3702848731203282,1.18954443899875,1.7855410100297724,0.08353400301743061,0.10886132272277424,0.05535471399152231,0.12008428617202221
9,0.1900798849016428,0.1812002691626549,0.03530230951029807,0.0117964493855834,0.001371197629823655,0.006776728066615761,0.18992254680934104,0.180537726611216,0.03622460009361756,0.013846395765133995,0.0014513014249073427,0.007237478407679443,0.012236846454469768,0.9444913545250893,0.06676976067667946,102.04400992393494,0.020504009272552918,0.020504009272552918,0.00025090441316925443,0.2878776788711548,0.010602236725389957,37.752943657814185,1.3575446789569043,1.4224592859440661,0.4090616007117515,1.2657119726881068,1.9865310956981588,0.08773451997957965,0.11313161186556867,0.07235649837550343,0.129061684329459
10,0.18725567154586314,0.17840281330049038,0.03431280773598701,0.013581485752947629,0.0012541389696502847,0.006976727365981788,0.18530082195363146,0.1759664408387022,0.03428492318848742,0.015107929788311904,0.001713098482852313,0.006874788122776737,1e-06,1.3557424258440733,0.06903188368503718,102.48746275901794,0.020504009272552918,0.020504009272552918,2.0504009272552917e-08,0.2791261374950409,0.012396467849612236,38.41245294124522,1.2753122946683397,1.3919097476817193,0.4039468326150103,1.2150089147877186,1.980759312101501,0.09163800042439649,0.10762248509266276,0.07267564652810254,0.1270120317869364
