epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff
1,1.0921708869934081,0.85798244997859,0.8341034933924675,0.03039642482995987,0.14517262160778047,0.008171292440965771,0.2903386499098641,0.27758857512727697,0.08721037401243094,0.011354225254221324,0.0003617354892040134,0.006199178514392808,0.5,3.9991240948438644,0.0723437918746408,137.64779686927795,0.01041740190713653,0.01041740190713653,0.005208700953568265
2,0.2633815074712038,0.25218986451625824,0.07353110834024847,0.014757362110540271,0.0007377368358720559,0.004725858493475244,0.23508623943842472,0.22403175050907947,0.057793380130339966,0.014044556291179454,0.0011947977895822098,0.006756250597932872,0.5,0.45570633716881276,0.06878374340607131,137.74991917610168,0.01174628543567886,0.01174628543567886,0.00587314271783943
3,0.24576737709343432,0.23450234912335874,0.059194150008261205,0.01172069481573999,0.001475694875927047,0.006567769881803543,0.22563720585659464,0.21598029673654348,0.05419847288570228,0.009957504092141035,0.00021349313349104405,0.0070513867317362035,0.5,0.5640541271865368,0.06730541519503644,137.49199771881104,0.01174628543567886,0.01174628543567886,0.00587314271783943
4,0.22491443648934364,0.21481871478259562,0.049129818603396415,0.009184080814011395,0.001116672770644307,0.007213725266046822,0.22764554548453778,0.21655978266387543,0.05324077290145958,0.012430268339812756,0.001279960593532308,0.007720422339031196,0.5,0.5173009902238845,0.06395440417876903,137.20230531692505,0.01628949997390096,0.01628949997390096,0.00814474998695048
5,0.25404373966157434,0.240548058450222,0.07388330238871277,0.007997869198588888,0.0033534826423738196,0.004707952772651396,0.2814225772435361,0.26742758237301034,0.07960220371828751,0.007428384220668491,0.0008571375510406654,0.009612434896011341,0.5,4.366231723537948e+16,0.05495519259389728,136.6397204399109,0.03905672125465117,0.03905672125465117,0.019528360627325585
6,0.238633496388793,0.2282893208414316,0.05722074910998345,0.007537719632964581,0.000711921815852774,0.007066585461143404,0.2167791858156945,0.2059696464145437,0.048857934832414414,0.007366438212982835,0.0018018911643625482,0.007507064923436005,0.5,0.5083779207244515,0.06502814339275689,136.36382842063904,0.03905672125465117,0.03905672125465117,0.019528360627325585
7,0.22651358090341092,0.21468977965414524,0.05092298017814755,0.008849476310424507,0.0010342804789252114,0.010509498431347311,0.20171736335342236,0.19133190553080529,0.04125977812354711,0.00743279338596349,3.3258010293264424e-07,0.011775017683790561,0.5,0.5726760587096215,0.04217051480837325,135.82828569412231,0.03905672125465117,0.03905672125465117,0.019528360627325585
8,0.20395629465579987,0.19360396929085255,0.04135247583501041,0.00633097778307274,0.0007531486748382577,0.010294760623946787,0.24613016538639018,0.23408138795577466,0.05940434980166561,0.005039689563303948,0.0002084096436452368,0.011295895590050582,0.5,0.45114111799746753,0.04424600119880857,136.1568148136139,0.03905672125465117,0.03905672125465117,0.019528360627325585
9,0.2070204310119152,0.19523868963122368,0.04188150202855468,0.006311056460253895,0.0013620285910366193,0.011832018899731338,0.19509175055204553,0.18436019830009404,0.03787818883466435,0.007652585390965117,0.0003760513640693505,0.012370105399353865,0.5,19261151697099.383,0.039892827864102226,136.4222378730774,0.03905672125465117,0.03905672125465117,0.019528360627325585
10,0.22149158842861652,0.20945088278502225,0.049438371579162775,0.007807400467572734,0.0011530109163163616,0.011106973132118583,0.22115372549346152,0.20919736114112622,0.04725633464268151,0.008274621664586061,1.9283106392977133e-05,0.013595433147782658,0.5,0.6823743300139904,0.03382531020473292,136.26056003570557,0.03905672125465117,0.03905672125465117,0.019528360627325585
