epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.6117768759005948,0.5586730238638427,0.3510122549180922,0.19379180758420309,0.0,0.01662607950795638,0.36899619850706544,0.3487047876449341,0.12479261086976275,7.086820126440874e-06,0.0,0.015623588342853684,0.0004110331534847892,4.569128140650298,0.025039156462917937,176.8814868927002
2,0.2937210592000108,0.2791475793248729,0.08132188727000826,2.3019717271285787e-05,0.0,0.012880284437223485,0.2942274127234804,0.28005759481419906,0.08011035609277005,0.00010732968786563087,0.0,0.012306833927063866,0.0009451659653397465,0.3270791212930099,0.039153075658101985,170.77445316314697
3,0.27859193243478475,0.26522555672808695,0.07320838724508097,1.2572832800192134e-05,0.0,0.012089823622648653,0.291381929307542,0.2780294280419958,0.07905294734271283,7.661615166185546e-06,0.0,0.010893655534675147,0.0015519101429749846,0.10427695278470453,0.045775014471183435,168.68272995948792
4,0.2782073189553462,0.2680208179511522,0.07584658600389957,4.253151214709904e-05,0.0,0.005199436873806014,0.2823802115435296,0.2743844245659544,0.07711488357249727,1.2415551272498944e-05,0.0,0.0005673602165885274,0.0019467253815796165,0.09560371783660039,0.12754657285961699,168.3553867340088
5,0.2754266793790616,0.2676572565185396,0.07570562696966686,1.6454991813780476e-05,0.0,0.00039607950132712605,0.28208842857721006,0.274228554932361,0.07698246797031545,2.8460196943419857e-05,0.0,0.00032041241047892907,0.0019886063035814703,0.10284227161472173,0.13378772171253853,168.66172814369202
6,0.272156734294013,0.2647176527663281,0.07348552921688871,3.993860361908063e-05,0.0,0.00017707027398615563,0.2813516503318827,0.27363682110258875,0.07670637834420864,9.280046823094265e-06,0.0,8.74644671532775e-05,0.0019003842154692986,0.12133768531493842,0.14390693493980042,169.57908463478088
7,0.2835168279315296,0.2754226259495083,0.08036461374477337,6.229166291105733e-06,0.0,0.0001148631613403529,0.28227232333193436,0.27453120940543235,0.07706422533126588,5.426426232008182e-06,0.0,6.885094288379678e-05,0.001732247892930059,0.13450046360835824,0.15358230059451244,169.33340311050415
8,0.27722688458467787,0.26948027900959315,0.07702301148521273,5.889987900637176e-06,0.0,8.802690970395438e-05,0.2817265586333072,0.2739974547256815,0.07684262120660315,5.426552825930288e-06,0.0,8.914631016574746e-05,0.0014991369860754612,0.1354062292136644,0.14495343366201888,169.60585975646973
9,0.27208289206027986,0.2646319034068208,0.073932191268786,5.4267123782904636e-06,0.0,0.00011500059790548496,0.28097520800347026,0.27321671773778633,0.07664309465821753,5.4265388884077575e-06,0.0,0.00018782303246582386,0.0012217644219699013,0.13524288557911,0.13967643995234308,169.3108344078064
10,0.26314124166965486,0.25617424908437225,0.06861877220829851,5.426695921223175e-06,0.0,0.00020969466443240213,0.28157913082457603,0.2736564313477658,0.07699221055558388,5.426610912647757e-06,0.0,0.0004464210288228679,0.0009247759701636075,0.14213539502877545,0.13088915401950796,169.5246148109436
11,0.28223586803988404,0.27424273365422297,0.07909366245332518,5.426505829650284e-06,0.0,0.0001669989917618546,0.2807377408793632,0.273054542535163,0.07633393701720745,5.426547306071486e-06,0.0,9.9073888000045e-05,0.0006345603579119217,0.15115344703785683,0.1469602924078069,169.74522829055786
12,0.2784756087943127,0.27065919433769425,0.077465621058486,5.42747464973409e-06,0.0,0.00013916936864976373,0.28072231500706774,0.2730335111313678,0.07630901320025008,5.428090979818235e-06,0.0,0.00011527413009132868,0.0003769045159536446,0.1461556143985179,0.14481086117473055,169.23105907440186
13,0.26895279147123036,0.26167424203533873,0.07217545322093524,5.427307869946449e-06,0.0,0.00012146926438416055,0.2801935983465073,0.27252321056229,0.07613508629196501,5.4277629424951615e-06,0.0,0.00011322205499113841,0.00017470229655080745,0.17095890701993516,0.14510114609878114,168.88694715499878
14,0.28627877721661016,0.27808631117406646,0.08165358967686955,5.426567634602084e-06,0.0,5.367933152620419e-05,0.2801545544507656,0.2724937909144036,0.07610813892902211,5.4277633053254946e-06,0.0,9.9366126331168e-05,4.592025424717672e-05,0.16203885952893057,0.14697155308850268,169.26034688949585
15,0.28219819735539586,0.27413517566103685,0.08036938655729356,5.428028426697557e-06,0.0,5.162696415117346e-05,0.2801738661971498,0.27251058610829904,0.07612608658506516,5.4277534750423345e-06,0.0,0.00010080740785427108,2.0012386521138383e-06,0.15456768707127164,0.14669267151584017,169.32352828979492
