epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff
1,0.3163230820000172,0.28835427984595297,0.2055134363938123,0.09728963604365617,0.0,0.005105957197645807,0.2284156708641255,0.2226592730730772,0.05233180058743567,5.426424647649061e-06,0.0,0.0010459002166905347,0.9755282826193187,2.4022940605513576,0.18091719145787524,145.0316777229309,0.1876525271273507,0.1876525271273507,0.18306034751771955
2,0.002160831093788147,0.0021140483021736146,0.000452653132379055,5.4264241953205784e-08,0.0,3.029777144547552e-06,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.9045085926789765,416280058265.6,0.16955845850579282,141.73898243904114,0.1876525271273507,0.1876525271273507,0.16973332322461346
3,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.7938928322536105,0.0,0.16955845850579282,141.1538655757904,0.1876525271273507,0.1876525271273507,0.14897599624067992
4,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.6545088426789766,0.0,0.16955845850579282,141.20063519477844,0.1876525271273507,0.1876525271273507,0.12282023835590757
5,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.5000005000000001,0.0,0.16955845850579282,141.55680966377258,0.1876525271273507,0.1876525271273507,0.09382635738993893
6,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.34549215732102356,0.0,0.16955845850579282,141.85660862922668,0.1876525271273507,0.1876525271273507,0.06483247642397029
7,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.20610816774638968,0.0,0.16955845850579282,141.7070529460907,0.1876525271273507,0.1876525271273507,0.038676718539197935
8,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.09549240732102354,0.0,0.16955845850579282,142.29332399368286,0.1876525271273507,0.1876525271273507,0.017919391555264393
9,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,0.024472717380681387,0.0,0.16955845850579282,141.54542565345764,0.1876525271273507,0.1876525271273507,0.004592367262158301
10,0.0,0.0,0.0,0.0,0.0,0.0,0.2281270512637306,0.22265926855517196,0.05233179926475946,5.426424647649061e-06,0.0,0.0004686668415171851,1e-06,0.0,0.16955845850579282,142.47244787216187,0.1876525271273507,0.1876525271273507,1.8765252712735069e-07
