epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.37230125807225706,0.3532079973816872,0.16279366597533226,0.026260914602080448,0.0,0.003001688103104243,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,2.6133043941408884e+16,0.187312513431336,190.62987875938416
2,0.34711486980319023,0.3343587715178728,0.12059706683270634,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,7.623123140092502e-06,0.187312513431336,190.2553358078003
3,0.34272301837801933,0.3303640601783991,0.1166256720945239,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,6.618587399316311e-06,0.187312513431336,189.72527527809143
4,0.34912459664046763,0.3362555791437626,0.12172625776380301,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,5.2012683113389356e-06,0.187312513431336,189.395427942276
5,0.34196068070828917,0.3294972302019596,0.11767060846090317,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,4.496577307691041e-06,0.187312513431336,188.31377124786377
6,0.3390598924085498,0.3269024674221873,0.11461035137530416,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,4.068170576374541e-06,0.187312513431336,188.49503588676453
7,0.3452857641875744,0.3327849572151899,0.11804417233914137,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.817757997239823e-06,0.187312513431336,189.40215682983398
8,0.3365342027693987,0.3245851723104715,0.11252641394734382,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.608495410389878e-06,0.187312513431336,188.21517252922058
9,0.3459895531833172,0.33354828372597695,0.11744881473481655,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.552097861074799e-06,0.187312513431336,188.2347548007965
10,0.34834743797779083,0.3356249757111073,0.12026071111671627,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.4732931919734258e-06,0.187312513431336,189.71517825126648
11,0.3538089329749346,0.34065790005028246,0.12454643595963716,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.4291316774215373e-06,0.187312513431336,188.3727366924286
12,0.3411215744167566,0.3287904278188944,0.11634754780679941,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.404445576506987e-06,0.187312513431336,188.26027870178223
13,0.3468123005330563,0.3340679519623518,0.12047957367263734,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.215948578372263e-06,0.187312513431336,189.43625020980835
14,0.3582166434824467,0.34466587387025355,0.1285437810793519,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.1104667982617685e-06,0.187312513431336,188.3776388168335
15,0.3488232586532831,0.33575489491224286,0.12371971862390638,5.426424195320578e-06,0.0,0.001392223173752427,0.35496133819539494,0.3423624276480776,0.11902519735567113,5.426424645230191e-06,0.0,0.0013922231626062793,1.0,3.1038370696023776e-06,0.187312513431336,189.4770531654358
