epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std
1,1.104947915673256,0.8561963741481304,0.8319317372888326,0.030431699566543104,0.14498656952520833,0.008170008463785051,0.29593988935998145,0.27310820958240234,0.08536460093579236,0.013757685959794895,0.00046472046968584107,0.006434669790596285,0.48776415354553027,4.059112279415131,0.0707159764628778,143.61584615707397,0.009359025422925688,0.009359025422925688,0.004564997113424446,-0.0402512364089489,8.389099821215495e-05,33.87814513673174,0.9768506510460631,1.160077155904567,0.5324024504169504,0.6258628019627105,1.6656977578680565,0.08576838466081213,0.05541233300538535,0.0510559288358831,0.03738471590220294
2,0.26616866312921045,0.24820155799388885,0.07160045481286943,0.016858817376196385,0.0007072447409291272,0.005889274652581662,0.245948431141516,0.23214537353116146,0.06242981073793341,0.0168732290176001,5.6839164635334936e-05,0.00786794809267876,0.4522543440852397,0.5071612358093261,0.06217110660323437,144.22014784812927,0.012088312838694578,0.012088312838694578,0.005466991993960998,0.11142396181821823,0.001614951528608799,31.736660338462666,1.2529645054898364,1.1498579294123548,0.46830264209432804,1.519334000475863,1.9501277192475948,0.09088828410715499,0.04880528654804096,0.042034410819549985,0.14744056808821698
3,0.24079419836401939,0.22593907378613948,0.05407864060252905,0.01196228677406907,0.0022974807284521148,0.008092405241914093,0.21724244940312618,0.20577567994119006,0.04818822820472749,0.008583024746064651,0.0006365783947255846,0.008906627622522176,0.3969465191804922,0.5822115113586187,0.05674662462812155,144.9273030757904,0.012088312838694578,0.012088312838694578,0.004798413704084667,0.14607030153274536,0.005974608473479748,37.26241750920072,1.1788895383794258,1.2125126643383757,0.4113007961435521,1.2187013911440017,1.7027402883197398,0.0678656547865335,0.05902762840838825,0.03466063027983492,0.10929231805370208
4,0.21908792182803155,0.20674131147563457,0.046000061379745605,0.009400514839217066,0.0012294916939495693,0.008632681560702621,0.2187014132975898,0.20508349805753281,0.047759952008763845,0.009381868460393966,0.0014131491609798608,0.009165748801488589,0.3272545940852397,0.48830763131380084,0.055312230529144725,143.25994539260864,0.014589616564894669,0.014589616564894669,0.004774519046803895,0.14841188490390778,0.00547143816947937,37.737938302628535,1.2986504879403622,1.4360140048443002,0.44340594271396067,1.4857549179107585,1.695902019105059,0.07149611470943436,0.1009525126440728,0.04503439227986011,0.1278460905589956
5,0.22919955134391784,0.21500147089362145,0.04966460662893951,0.009461216917261482,0.001685978867826634,0.008033486879430712,0.23515613769438673,0.21230705363794844,0.05381851409007102,0.006624722442133946,0.011691953515958418,0.0086983447198439,0.25000050000000007,0.6963829846680164,0.05877047709803632,142.94631719589233,0.02049229621149393,0.02049229621149393,0.00512308429902159,0.22983747720718384,0.007905778475105762,36.22114926196159,1.225061574514876,1.440546160048627,0.42236520445093195,1.2984503127158957,1.5288807098218735,0.05671514340854706,0.09898830956204775,0.040452351305461015,0.11374472010325878
6,0.21648034006357192,0.20380266852676868,0.044165635835379365,0.007433892590925097,0.001432041481930355,0.009594671614468097,0.19888961002072122,0.1864839142307322,0.03868841977066737,0.00785635903408315,0.0027806894719309095,0.01026866810416129,0.1727464059147604,0.5576122926920652,0.04993274206533394,143.772310256958,0.02049229621149393,0.02049229621149393,0.003539970519476237,0.27415895462036133,0.013638916425406933,36.41054957978269,1.2397976384517995,1.5487355279161574,0.40423924158862296,1.4010258849630965,1.697706398336177,0.06235244374801504,0.11836695449149355,0.042638562432136706,0.12716545703563284
7,0.21016030184924603,0.19649030230939388,0.0426346702221781,0.010724938279017805,0.002461848517764338,0.008121780683286488,0.2001131377083824,0.18405795533289301,0.03739743995074024,0.009694682304162849,0.005486512711518407,0.008768195250477801,0.10305448081950792,4813465710601032.0,0.058160810770982126,142.55657148361206,0.02049229621149393,0.02049229621149393,0.002111822946875076,0.28544437885284424,0.02192225120961666,34.23842440260218,1.279702936081176,1.7442505207467587,0.4172770453894392,1.276560775777127,1.9943706770526601,0.0712359943724376,0.16429365347040462,0.06257714841913088,0.12275940286827848
8,0.19804659388959409,0.18589986696839333,0.0374519682303071,0.008077100114896894,0.0017813459025339284,0.007812355905771256,0.19990042478163192,0.18854192323348623,0.03984726124512468,0.008347337396736158,0.0012523944693358085,0.008769301786780991,0.04774665591476037,1.5811984576284885,0.05757963165957877,142.1801106929779,0.02049229621149393,0.02049229621149393,0.0009784386161135483,0.2591097950935364,0.01851714588701725,34.421487574881695,1.158784862528456,1.6575432603663587,0.3482220808559276,1.2850978158889932,1.8637626817885866,0.06693807178910108,0.15868037467465756,0.03268820180875672,0.12827571505244742
9,0.19792546898126603,0.18645555570721625,0.03766264040023089,0.008210329804569483,0.001594596328463922,0.009021146707236766,0.19802603886482564,0.18642894131072024,0.03853611869519537,0.009478119107835154,0.0014213402064197386,0.009399977531234555,0.012236846454469768,1.7303597871214151,0.05456799555054687,142.18158388137817,0.02049229621149393,0.02049229621149393,0.00025076108223956374,0.3212236166000366,0.024419739842414856,33.30876913476497,1.264627495344649,1.6506454931928756,0.4247933215600379,1.147566628582934,1.954334258082065,0.07096102704947933,0.1571021938022781,0.07158426744214746,0.11956691250522086
10,0.1959368846565485,0.18492270722985268,0.03751390280202031,0.009484075419604778,0.001062396060140145,0.009037006073631346,0.19184031606988705,0.1805051827525839,0.035671203778660364,0.009583959357188816,0.001835032166006405,0.009148521627487733,1e-06,63.853027098923924,0.05585101211166128,141.21205615997314,0.02049229621149393,0.02049229621149393,2.049229621149393e-08,0.3037879765033722,0.026541082188487053,33.66238713771739,1.1826955035645912,1.7022555800194437,0.41218392471683785,1.2448264499928088,1.946538454991706,0.07115885520235021,0.16633805541440527,0.06810370120117229,0.12799142443753303
