epoch,batch_idx,loss_total,loss_data,loss_phys,loss_ou,loss_bc,loss_sr,spike_rate,gn_total_preclip,gn_total_postclip,gn_hidden_fc,gn_hidden_recU,gn_hidden_recV,gn_hidden_base_threshold,gn_hidden_thresh_jump,gn_out_fc,weight_max_abs_global,lr,is_nan_loss,is_inf_grad
1,1,1.141689419746399,0.9893258810043335,0.9801681637763977,0.09310346096754074,0.03913063928484917,0.021121682599186897,0.004666992928832769,19.05169230980722,19.051692962646484,19.014741897583008,0.08615222573280334,0.0915922224521637,0.046439364552497864,0.014281127601861954,1.1783032417297363,1.5010000467300415,0.001,0,0
1,2,1.1249041557312012,0.9084226489067078,0.8271982669830322,0.1419578492641449,0.11589909344911575,0.021529546007514,0.003270508022978902,21.52047756249268,21.520477294921875,21.4833984375,0.09316183626651764,0.10052989423274994,0.05404936149716377,0.013326574116945267,1.2540581226348877,1.502000331878662,0.001,0,0
1,3,0.9759433269500732,0.877379834651947,0.7720603346824646,0.09729321300983429,0.005934324115514755,0.02111704833805561,0.004682943224906921,17.05677700218126,17.056777954101562,17.007478713989258,0.09252392500638962,0.08946649730205536,0.04715884104371071,0.016405174508690834,1.2885074615478516,1.5029994249343872,0.001,0,0
1,4,0.9343387484550476,0.8461816310882568,0.7140095233917236,0.10271809250116348,0.000997062656097114,0.02124638669192791,0.004238607361912727,18.861187410183657,18.861186981201172,18.794063568115234,0.11459018290042877,0.11461785435676575,0.058585524559020996,0.0164742860943079,1.5803775787353516,1.5040031671524048,0.001,0,0
1,5,1.0346542596817017,0.8862043619155884,0.7855164408683777,0.08990014344453812,0.05470139533281326,0.021403634920716286,0.0037001955788582563,23.593306693188747,23.593307495117188,23.570592880249023,0.07323256134986877,0.07609283179044724,0.03688563033938408,0.013855690136551857,1.0288665294647217,1.504979133605957,0.001,0,0
1,6,0.9218260645866394,0.8213898539543152,0.674628496170044,0.08577527105808258,0.018081186339259148,0.02120673842728138,0.004374674521386623,18.486000169126214,18.48600196838379,18.45521354675293,0.07690088450908661,0.08229386806488037,0.03786072880029678,0.018797677010297775,1.0596331357955933,1.5059535503387451,0.001,0,0
1,7,0.8919218182563782,0.7937856912612915,0.6321345567703247,0.13693104684352875,0.017338017001748085,0.021476177498698235,0.003452474484220147,23.573146753491685,23.573144912719727,23.538116455078125,0.10169147700071335,0.11675151437520981,0.04600628465414047,0.013455765321850777,1.2743829488754272,1.5069177150726318,0.001,0,0
1,8,1.0532017946243286,0.9373090863227844,0.8815363049507141,0.11730796098709106,0.011126024648547173,0.021495170891284943,0.0033876956440508366,25.069677466859687,25.069677352905273,25.015094757080078,0.13476188480854034,0.1704121232032776,0.05328074097633362,0.01867208629846573,1.6381007432937622,1.5078908205032349,0.001,0,0
1,9,0.9212751388549805,0.8186318278312683,0.6687199473381042,0.14361444115638733,0.017870981246232986,0.021439174190163612,0.003578776028007269,23.90925086131823,23.909250259399414,23.87784194946289,0.09617901593446732,0.13825847208499908,0.03718430921435356,0.01624687761068344,1.2128182649612427,1.5088474750518799,0.001,0,0
1,10,0.861823320388794,0.7702358961105347,0.5912179350852966,0.20539158582687378,0.011447988450527191,0.02149612456560135,0.003384440205991268,27.886170090321002,27.88616943359375,27.808746337890625,0.15999379754066467,0.25461485981941223,0.06810669600963593,0.02232568897306919,2.0534229278564453,1.5098187923431396,0.001,0,0
