epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff,val_T_tracking_corr,val_T_intra_corr,val_v0_pred_mean,val_T_pred_mean,val_s0_pred_mean,val_a_pred_mean,val_b_pred_mean,val_v0_intra_std,val_T_intra_std,val_s0_intra_std,val_a_intra_std,val_b_intra_std,val_v0_nrmse,val_T_nrmse,val_s0_nrmse,val_a_nrmse,val_b_nrmse
1,0.9366828139126301,0.8083735091984272,0.7201385571993888,0.004717184989713133,0.03230807526842625,0.0016941536021477077,0.33182381010277473,0.2726800154419021,0.08649456626091628,0.003647937054839976,0.028144558837200438,0.000754989306659536,0.5,12732.964994676411,0.14046827299480744,133.2790505886078,0.017708004979166348,0.017708004979166348,0.008854002489583174,0.002573184436187148,0.010757508687675,30.984438601960527,0.9764492746363295,2.7729717176011266,0.5720987318361059,1.259922333537264,0.39954728316119376,0.042310548490507804,0.02500484354714764,0.044726076892557295,0.06073726364906798,0.2781489321540222,0.16274238609716438,0.12214667321597097,0.2814953769758723,0.1717553924735011
2,0.2645827044546604,0.2362010011076927,0.06011615773662925,0.0030735234590247274,0.00535698992934158,0.00022799903111547337,0.2579847681237028,0.23151604902554065,0.06223091615631463,0.003568719894169493,0.0022378375262691193,0.0008160122070040825,0.49148145657226705,0.25429666593670847,0.15618642201607533,133.4587540626526,0.025706086767253267,0.025706086767253267,0.012634064967142715,0.22401656210422516,0.009969796985387802,34.55488109588623,1.2848513069305014,2.429534635645278,0.45783528336819185,1.3762458537487274,0.5794340830217016,0.04421776113040904,0.04700920927001441,0.033966076812964485,0.042585989618872076,0.33877342740681793,0.12162022629864168,0.07502406273743342,0.3277372181391855,0.1485016508179179
3,0.24129132077097892,0.21997526347637175,0.051871415032073855,0.0030207764555234464,0.0016445703132467314,0.00030869192232577667,0.2532415724894468,0.23034744872216215,0.059442208577046525,0.0030280083140477223,0.0014682690477545966,0.0004587369730895083,0.4665063509461097,0.24247856933623552,0.1463554690968483,133.20742654800415,0.029579996896558776,0.029579996896558776,0.013799256413210885,0.08379282802343369,0.010540219023823738,36.667722052716194,1.309408925949259,2.3049080435265887,0.4508793707540695,1.6411586150209954,0.6250326440055319,0.04071175899515127,0.05813789193300491,0.03329527427496864,0.05270780729962156,0.39139234230635017,0.13362060494812786,0.08233788411853914,0.3301502199174595,0.14451511784523133
4,0.22516182139515878,0.2055740787833929,0.04535086450167,0.003008048883639276,0.00149590796068253,0.00014467392356465325,0.2241697819863862,0.20444084937743684,0.04701970655847579,0.0027518706381360583,0.001582551716054734,0.0006232262656015105,0.42677669529663687,0.21387189671397208,0.14259254437019217,133.1675112247467,0.029579996896558776,0.029579996896558776,0.012624053322398129,0.1920623928308487,0.014703446067869663,36.82253794974469,1.1165048220056168,2.2346373377962316,0.4759679119637672,1.4993235018659146,0.6296790855679106,0.04012262399130045,0.05527756598956408,0.03719831307844675,0.03521223796254143,0.39278842646709566,0.12195157660318601,0.09712143825280345,0.3214991437490708,0.1278089873212322
5,0.23050233222544192,0.21279262915253638,0.048451026137918234,0.0028075697529129683,0.0012434574392011656,0.00018894406103555638,0.21849968018842506,0.19817738357852113,0.04345383389823218,0.002648127096224616,0.0013082264712819141,0.0006541406259507409,0.375,0.23963011924177408,0.14142550928320022,133.30285024642944,0.034993322207731443,0.034993322207731443,0.013122495827899292,0.17205728590488434,0.013176606968045235,36.234520759988335,1.1590087515242555,2.119377578826661,0.4852327311292608,1.5957987321184037,0.6468859481367659,0.040279776274048266,0.06257259306755472,0.040232956029246855,0.03129336042725976,0.3743516402203458,0.11673946265007609,0.11447311622304364,0.3167318819882576,0.13435223540000424
6,0.23957938358187675,0.21859519988298415,0.051484743617475036,0.0025983395974617453,0.001812648682462168,0.00038715764596759073,0.21536762081086636,0.1963919492517697,0.04245264032617845,0.002585499044606819,0.001237555377505586,0.0006395177579350122,0.3147047612756302,0.2368329993635416,0.1425726399856045,133.1217339038849,0.03733388527353555,0.03733388527353555,0.011749151452499771,0.2526302933692932,0.013431409373879433,38.00718676790278,1.2206310331821442,2.044910679472254,0.4822982448212644,1.4926062498955017,0.6773016879216154,0.03875797652104433,0.06059988623762384,0.04146962930780261,0.0405886464336134,0.41978150013804116,0.11208109423901863,0.12991471001834387,0.31657199222451443,0.12762817962097972
7,0.2151103976368904,0.19718228496611118,0.04171795876696706,0.0028408893931191415,0.0013279665075145886,0.00019163137232941274,0.2095739594165315,0.18579219650239387,0.03768205045266671,0.0028719456090487818,0.0004094640343478591,0.0008984936475588437,0.25,0.3051483314484358,0.1578790525648188,132.71014618873596,0.0486146151957389,0.0486146151957389,0.012153653798934724,0.20098429918289185,0.021466437727212906,40.03801047548335,1.1877454446351274,2.1653237330152635,0.4574272168126512,1.324021579737359,0.891227458702757,0.059745867855529836,0.0595366544228919,0.05986244159740114,0.03844668440758548,0.4732610911978336,0.158081434216293,0.10173454920609153,0.3376700208765921,0.15493190832040088
8,0.2123535168915987,0.19296635717153549,0.04037699316628277,0.003129103370010853,0.0013181253969359475,0.00036300353577083165,0.19963414590567985,0.1810246252435002,0.03613137872394254,0.0034089692901730774,0.001012552594426339,0.0006582219576851583,0.18529523872436984,0.4680947770178318,0.1428538298908066,131.58285284042358,0.0486146151957389,0.0486146151957389,0.009008056728187816,0.35019734501838684,0.027690459042787552,39.32808137447276,1.195389636019443,2.16815466830071,0.44510768512462046,1.4687377144681646,0.8011344098981391,0.048556916227445325,0.060707109920839046,0.04483901807992531,0.02584025155792528,0.4530465077100499,0.11733935561076798,0.10309774460171485,0.3392233455619108,0.12988428836386082
9,0.19926708556711673,0.18259433791041374,0.03530873291194439,0.00340299685485661,0.0012930803983181248,0.00020853734410821722,0.19517120869552834,0.17793473664750445,0.03498098323557605,0.003095304972412897,0.0010416586092921896,0.0005947547410239986,0.12500000000000006,0.3598023203387857,0.14718978638027577,131.32911205291748,0.0486146151957389,0.0486146151957389,0.006076826899467365,0.26044097542762756,0.020987283438444138,39.68356725002857,1.2683133540001321,2.235626040621007,0.41816059579240517,1.5492104786507628,0.7503498928185474,0.053401116222301696,0.06259420819263509,0.04050153089523752,0.0226518833078444,0.46299240206209347,0.14292299519769236,0.0923891312183419,0.347605102537228,0.12379776730457838
10,0.1994819938391447,0.18308872535824774,0.035906439791433514,0.0029926952009554954,0.0010071816923129973,0.00024404021411627674,0.1938978237436807,0.17632637537540274,0.03433777453957443,0.0029968027876283816,0.0014909634663769595,0.0006672086257671138,0.07322330470336313,0.46536548759788277,0.1473268801544575,131.47369241714478,0.0486146151957389,0.0486146151957389,0.0035597227815143367,0.2813718020915985,0.021359169855713844,39.816924196608525,1.259537397546971,2.2671452874832965,0.4188737449176768,1.540807143804875,0.7317992225289345,0.05188465649460224,0.058239464430098836,0.040789556127299176,0.022347164270963442,0.4668084758960138,0.13903354789189165,0.08904139585917195,0.3477912010528186,0.12113169390610905
11,0.2016184763610363,0.18463269487023354,0.03707353765144944,0.0028892550989985466,0.0015620478237195813,0.0002079598778654912,0.192381772470284,0.1743304109240466,0.03336609724755498,0.003140261189323513,0.0015184107788594789,0.0006345983214547309,0.03349364905389032,0.6071928958967328,0.14815199204740373,131.41087555885315,0.0486146151957389,0.0486146151957389,0.0016282808602560022,0.2694881558418274,0.020283829420804977,40.09193836374486,1.2419324371408909,2.282578037140217,0.4272138888531543,1.4786433374628107,0.737300916079511,0.0543564775998288,0.05856810103943373,0.04438169606200585,0.02338949704859802,0.47472061326571896,0.1403182447896843,0.08704362530729504,0.34610817446927955,0.12575392697860666
