epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.3317454305918593,0.3317454305918593,0.12193113685046372,0.02458856080315615,0.0,0.06653631732639807,0.32169900802855794,0.32169900802855794,0.10626769204564551,0.0203726626932621,0.0,0.07122453016803619,1.0,0.15993898088204903,0.4168663075629701,5.412997722625732
2,0.31559903809898776,0.31559903809898776,0.10432192271477297,0.0203726626932621,0.0,0.07110062676825021,0.32169900802855794,0.32169900802855794,0.10626769204564551,0.0203726626932621,0.0,0.07117771920054516,1.0,0.0,0.41677855430765354,5.297464609146118
3,0.3100420491475808,0.3100420491475808,0.10081956723802968,0.0203726626932621,0.0,0.07107820491257467,0.32169900802855794,0.32169900802855794,0.10626769204564551,0.0203726626932621,0.0,0.07113253483746915,1.0,0.0,0.41669381615963386,5.387911081314087
4,0.3152491352275798,0.3152491352275798,0.10413130741370352,0.0203726626932621,0.0,0.07101729355360333,0.32169900802855794,0.32169900802855794,0.10626769204564551,0.0203726626932621,0.0,0.07108684256672859,1.0,0.0,0.41660807329289457,5.416888236999512
5,0.3070157074614575,0.3070157074614575,0.09765203603004155,0.0203726626932621,0.0,0.07091880060340229,0.32169900802855794,0.32169900802855794,0.10626769204564551,0.0203726626932621,0.0,0.07104097378063709,1.0,0.0,0.41652198294375803,5.35892391204834
