epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s,prodigy_d,prodigy_d_max,prodigy_lr_eff
1,0.39338211826980113,0.36332166008651257,0.22341612305492162,0.08004646878845506,0.0,0.007433052406115621,0.24421186503419218,0.23797604164227526,0.05906270259614796,5.426424647649061e-06,0.0,0.0006585675214313248,1.0,2.1579077868635066,0.1753317710567028,145.61798453330994,0.02971625305420261,0.02971625305420261,0.02971625305420261
2,0.24045019075274468,0.23195624336600304,0.05666695611551404,5.426424195320578e-06,0.0,0.005653966697282158,0.24884670584442767,0.23797628279537597,0.05906279763068132,5.426424647649061e-06,0.0,0.009927753953540579,1.0,6842.664333933095,0.24963811903874925,144.55225133895874,0.09568988613158873,0.09568988613158873,0.09568988613158873
3,0.24138924688100816,0.2316488730162382,0.05588969619013369,5.426424195320578e-06,0.0,0.008302279468625783,0.24622560292482376,0.23797628319168346,0.05906279764554285,5.426424647649061e-06,0.0,0.004685546204626085,1.0,0.00011954032263020053,0.21845105393452846,140.95142102241516,0.09568988613158873,0.09568988613158873,0.09568988613158873
4,0.2482525385916233,0.23990568831562997,0.06003891406580806,5.426424195320578e-06,0.0,0.004685391243547201,0.24622560506488414,0.23797628319168346,0.05906279764554285,5.426424647649061e-06,0.0,0.004685550489700697,1.0,3.400909619813319e-05,0.21845108524281928,141.6783902645111,0.09568988613158873,0.09568988613158873,0.09568988613158873
5,0.23579065024852752,0.22846198797225953,0.05529624648392201,5.426424195320578e-06,0.0,0.0035975435830187053,0.2285870087352839,0.22265927216157,0.052331800493312645,5.426424647649061e-06,0.0,0.0013885764154962243,1.0,0.00030652087039925393,0.1872636100396197,142.08760261535645,0.09568988613158873,0.09568988613158873,0.09568988613158873
6,0.22599811762571334,0.22042899012565612,0.05165249360725284,5.426424195320578e-06,0.0,0.0008072245908624609,0.22791112852381898,0.22265922163236648,0.05233178447753666,5.426424647649061e-06,0.0,3.69196475614754e-05,1.0,4.037060699374706e-05,0.15607613998841732,143.25282859802246,0.09568988613158873,0.09568988613158873,0.09568988613158873
7,0.18727150037884713,0.18206491723656654,0.050320830270648,4.50393208211608e-06,0.0,0.0003485594497067268,0.22858700465331686,0.22265927354864617,0.052331800904481654,5.426424647649061e-06,0.0,0.001388565575248225,1.0,2.491984737896256e+16,0.18726346467403657,142.20671153068542,0.09568988613158873,0.09568988613158873,0.09568988613158873
8,0.2256406769156456,0.21977492421865463,0.051735534118488434,5.426424195320578e-06,0.0,0.0013838629191741348,0.22858467678281855,0.22265927354864617,0.052331800904481654,5.426424647649061e-06,0.0,0.0013839105017820095,1.0,1.5064459566929146e-05,0.18720095065679956,141.766676902771,0.09568988613158873,0.09568988613158873,0.09568988613158873
9,0.24206372678279878,0.23554603412747382,0.058258400466293096,5.426424195320578e-06,0.0,0.0013831709302030504,0.22858429759582308,0.22265927354864617,0.052331800904481654,5.426424647649061e-06,0.0,0.0013831504391496406,1.0,8.488893890898907e-06,0.18719073638637015,143.32021689414978,0.09568988613158873,0.09568988613158873,0.09568988613158873
10,0.22283710420131683,0.21717255778610706,0.049727503387257455,5.426424195320578e-06,0.0,0.001383054570760578,0.22858417957545596,0.22265927354864617,0.052331800904481654,5.426424647649061e-06,0.0,0.0013829160963452639,1.0,6.899715585859667e-06,0.18718758645526906,141.65793538093567,0.09568988613158873,0.09568988613158873,0.09568988613158873
