epoch,train_total,train_data,train_phys,train_ou,train_bc,train_sr,val_total,val_data,val_phys,val_ou,val_bc,val_sr,lr,grad_norm,spike_rate,time_s
1,0.8840340948495709,0.7613130610985834,1.0211551714138907,0.23006132901884752,0.0,0.018204895003897246,0.18073240341618657,0.17282154923304915,0.030111865955404937,0.0011718979750412473,0.0,0.009682150703156367,0.0006508933036013785,8.007226348424055,0.05162187269888818,294.71789169311523
2,0.17211599604028172,0.1680320024978919,0.02833618160764702,0.00031386470097951116,0.0,0.002469363931694579,0.16887034894898534,0.1645161183550954,0.027282637602183968,0.00010974126455209898,0.0,0.003240960679249838,0.001551784833888703,0.5065763735685681,0.09307130635716021,285.4295427799225
3,0.17211802294019793,0.16840298659488803,0.02890103934485404,0.00012396868039447372,0.0,0.0016374672034052324,0.17110463418066502,0.16763282800093293,0.028315552917774767,5.551202491460572e-06,0.0,0.0012799466348951682,0.0019999989184679326,0.9312007985276277,0.1142335522454232,276.1792206764221
4,0.17209925304670803,0.16853326925488768,0.029166236128963408,3.0370061796899983e-05,0.0,0.0012956869694140424,0.1607095163781196,0.1581589977722615,0.025219480594387278,1.4420481747379199e-05,0.0,5.570231593310382e-05,0.001900429115525851,1.3495732388901907,0.14271280076354742,275.4709892272949
5,0.17324669116833172,0.1698183889271783,0.02988430295811325,0.0008850878556019824,0.0,0.0007912339544481809,0.16009274451062083,0.15757100121118128,0.02500469866208732,0.00026468615340036195,0.0,1.6075898611855877e-05,0.0016227163454796674,27376.224872532952,0.14637153735384345,271.7251615524292
